CNTYVTD,VTDKEY,BidenD_24P_President,CornejoD_24P_President,LockeD_24P_President,LozadaD_24P_President,PerezD_24P_President,PhillipsD_24P_President,UygurD_24P_President,WilliamsonD_24P_President
"0292181C",600,9,0,0,1,0,0,0,0
"0292181D",601,20,0,0,0,0,0,0,1
"0292181E",602,5,0,0,0,0,0,0,0
"0292181F",603,6,0,0,0,0,0,0,0
"0292181G",604,1,0,0,0,0,0,0,0
"0292182A",605,14,0,0,1,0,0,0,1
"0292182B",606,22,0,0,0,0,1,0,2
"0292182C",607,47,0,0,1,2,2,1,3
"0293001",608,176,3,0,1,1,4,5,10
"0293002",609,114,0,0,2,1,8,5,3
"0293003",610,81,0,0,0,2,3,1,0
"0293004",611,0,0,0,0,0,0,0,0
"0293005",612,127,0,1,2,3,1,0,8
"0293006",613,85,1,0,2,0,4,0,7
"0293007",614,138,1,1,1,0,3,1,7
"0293008",615,3,0,0,0,0,0,0,0
"0293009",616,3,0,0,0,0,0,0,0
"0293010",617,16,0,0,0,0,0,0,1
"0293011",618,129,0,0,1,3,0,1,4
"0293012",619,72,2,0,0,0,1,0,4
"0293013",620,135,0,0,2,2,3,1,7
"0293014",621,37,0,0,1,1,1,0,2
"0293015",622,131,1,1,2,6,0,1,10
"0293016",623,0,0,0,0,0,0,0,0
"0293017",624,88,0,0,1,1,2,1,2
"0293018",625,159,3,2,1,2,4,0,4
"0293019",626,2,0,0,1,0,0,0,0
"0293020",627,238,0,1,1,1,4,1,10
"0293021",628,95,0,0,0,0,1,0,5
"0293022",629,174,3,0,2,0,5,2,6
"0293023",630,9,0,0,0,0,0,0,0
"0293024",631,0,0,0,0,0,0,0,0
"0293025",632,135,1,0,0,1,2,0,0
"0293026",633,91,0,0,0,0,1,1,4
"0293027",634,112,0,0,3,1,0,0,2
"0293028",635,123,1,0,0,3,2,3,8
"0293029",636,108,0,0,0,2,3,1,5
"0293030",637,155,1,0,0,1,2,2,4
"0293031",638,3,0,0,0,0,0,0,0
"0293032",639,1,1,0,0,0,0,0,0
"0293033",640,85,0,0,1,1,2,0,4
"0293034",641,85,0,0,0,0,0,0,4
"0293035",642,67,1,0,2,2,0,1,2
"0293036",643,197,1,0,4,1,5,5,7
"0293037",644,4,0,0,0,0,0,0,0
"0293038",645,120,1,2,0,2,1,2,3
"0293039",646,158,4,0,0,3,6,1,3
"0293040",647,134,1,1,3,2,3,2,6
"0293041",648,69,0,0,1,0,1,0,2
"0293042",649,111,1,1,3,0,2,0,2
"0293043",650,120,1,0,2,0,1,2,3
"0293044",651,83,1,0,1,1,3,0,7
"0293045",652,117,0,0,1,0,0,2,8
"0293046",653,172,1,0,2,0,1,3,2
"0293047",654,182,1,1,0,1,4,2,2
"0293048",655,173,0,1,1,1,3,0,7
"0293049",656,192,0,0,3,3,0,0,3
"0293050",657,76,0,0,0,2,1,0,1
"0293051",658,30,0,0,0,1,0,0,1
"0293052",659,45,0,0,1,2,1,1,3
"0293053",660,155,2,0,1,0,2,0,1
"0293054",661,4,0,1,0,0,1,0,0
"0293055",662,95,1,0,0,1,4,0,2
"0293056",663,85,0,0,1,1,4,2,8
"0293057",664,42,1,0,0,0,0,0,1
"0293058",665,139,1,0,3,2,4,4,5
"0293059",666,85,3,0,2,0,0,2,2
"0293060",667,155,1,1,2,4,4,2,2
"0293061",668,124,2,2,4,3,1,0,5
"0293062",669,4,0,0,0,0,0,0,0
"0293063",670,170,3,1,3,2,5,2,6
"0293064",671,45,0,0,0,0,1,2,3
"0293065",672,144,1,3,1,2,4,0,8
"0293066",673,171,4,1,2,2,2,1,6
"0293067",674,135,1,1,0,4,2,0,6
"0293068",675,115,2,0,4,2,2,2,8
"0293069",676,278,0,1,1,2,5,3,8
"0293070",677,257,1,1,1,3,2,3,6
"0293071",678,192,1,1,1,9,1,3,3
"0293072",679,177,0,1,8,1,6,5,14
"0293073",680,104,0,0,2,0,3,3,2
"0293074",681,246,1,0,3,5,2,7,7
"0293075",682,234,0,0,0,2,2,1,7
"0293076",683,90,0,0,0,0,1,0,0
"0293077",684,240,1,0,4,3,3,2,5
"0293078",685,197,3,1,1,0,4,2,2
"0293079",686,242,2,0,2,2,4,2,4
"0293080",687,81,0,0,1,1,3,0,4
"0293081",688,149,1,1,3,2,1,1,7
"0293082",689,167,4,1,1,1,2,1,15
"0293083",690,127,0,0,2,1,2,0,7
"0293084",691,189,1,3,2,8,5,4,9
"0293085",692,93,0,1,1,0,0,1,3
"0293086",693,132,0,2,1,2,3,0,6
"0293087",694,78,0,1,1,2,1,0,6
"0293088",695,206,2,2,3,4,2,1,13
"0293089",696,152,1,1,1,0,0,1,3
"0293090",697,176,2,2,1,3,1,0,6
"0293091",698,39,0,0,1,0,0,0,2
"0293092",699,154,1,1,1,0,4,0,6
"0293093",700,127,1,0,0,0,2,0,4
"0293094",701,180,2,0,2,1,1,3,8
"0293095",702,92,3,1,1,2,2,1,10
"0293096",703,160,3,0,0,2,1,0,8
"0293097",704,5,0,0,0,0,0,0,0
"0293098",705,95,0,0,0,1,1,2,6
"0293099",706,176,0,1,3,6,0,4,10
"0293100",707,175,1,2,6,8,4,2,11
"0293101",708,176,0,2,3,3,3,4,3
"0293102",709,194,1,1,2,1,2,1,10
"0293103",710,45,2,0,2,0,0,2,3
"0293104",711,207,1,0,2,0,2,2,7
"0293105",712,177,1,2,5,2,9,1,17
"0293106",713,102,1,0,0,2,2,1,2
"0293107",714,44,0,1,0,1,2,0,2
"0293108",715,111,3,0,0,1,3,0,5
"0293109",716,140,2,1,5,4,3,3,7
"0293110",717,183,0,0,4,4,2,1,8
"0293111",718,0,0,0,0,0,0,0,0
"0293112",719,84,1,0,0,4,3,1,9
"0293113",720,31,0,0,0,2,1,0,3
"0293114",721,116,1,0,2,1,2,1,7
"0293115",722,167,0,0,0,0,9,0,5
"0293116",723,74,1,0,0,1,6,0,9
"0293117",724,234,5,2,2,4,1,2,8
"0293118",725,93,0,1,0,2,1,3,3
"0293119",726,213,1,1,1,1,3,1,7
"0293120",727,182,2,1,2,5,4,3,8
"0293121",728,144,3,0,1,0,2,1,5
"0293122",729,149,1,0,1,2,1,3,9
"0293123",730,32,0,2,0,0,0,0,1
"0293124",731,262,5,0,3,6,5,2,15
"0293125",732,145,0,0,3,0,3,4,12
"0293126",733,105,0,2,0,2,0,1,2
"0293127",734,84,1,0,1,1,0,0,7
"0293128",735,5,0,0,1,0,0,0,0
"0293129",736,178,1,2,4,3,3,5,7
"0293130",737,105,1,1,0,0,2,0,3
"0293131",738,0,0,0,0,0,0,0,0
"0293132",739,62,1,2,1,0,1,1,6
"0293133",740,0,0,0,0,0,0,0,0
"0293134",741,136,5,0,5,3,2,4,8
"0293135",742,111,0,1,1,1,4,2,5
"0293136",743,48,1,1,1,1,1,0,3
"0293137",744,111,1,3,3,4,4,3,5
"0293138",745,1,0,0,0,0,0,0,0
"0293139A",746,63,1,1,0,0,1,1,3
"0293139B",747,3,0,0,0,0,0,0,0
"0293139C",748,6,0,0,0,0,0,0,0
"0293140",749,0,1,0,0,0,0,0,0
"0293141",750,0,0,0,0,0,0,0,0
"0293142",751,16,0,0,1,0,1,0,0
"0293143",752,126,2,1,1,2,0,0,1
"0293144",753,68,1,0,1,1,4,4,0
"0293145",754,186,1,2,0,2,1,2,10
"0293146",755,214,4,1,4,5,5,2,7
"0293147",756,4,0,0,0,0,0,0,0
"0293148",757,56,1,0,0,0,0,0,4
"0293149",758,40,0,1,4,6,9,4,19
"0293150",759,5,0,0,0,0,0,0,0
"0293151",760,152,1,1,1,4,1,0,6
"0293152",761,42,0,0,0,1,3,0,1
"0293153",762,121,1,1,1,1,1,0,3
"0293154",763,124,0,2,2,0,5,2,3
"0293155",764,128,2,0,0,6,3,3,9
"0293156",765,0,0,0,0,0,0,0,0
"0293157",766,196,1,1,2,4,4,1,7
"0293158",767,4,0,0,0,0,0,0,0
"0293159",768,118,1,0,3,3,1,1,6
"0293160",769,90,2,0,0,3,3,0,4
"0293161",770,122,0,0,1,3,1,4,8
"0293162",771,148,0,0,1,1,5,2,5
"0293163",772,115,0,0,0,3,2,2,1
"0293164",773,76,1,0,0,1,0,0,3
"0293165",774,224,4,0,3,2,3,1,10
"0293166",775,51,0,0,0,0,2,0,2
"0293167",776,0,0,0,0,0,0,0,0
"0293168",777,28,0,1,0,0,0,0,1
"0293169",778,9,0,0,0,0,0,0,0
"0293170",779,0,0,0,0,0,0,0,0
"0293171",780,0,0,0,0,0,0,0,0
"0293172",781,20,1,0,2,2,0,0,1
"0293173",782,151,4,3,1,4,6,3,10
"0293174",783,225,1,1,0,1,3,0,10
"0293175",784,56,1,0,2,2,1,0,0
"0293176",785,7,0,0,0,0,0,0,0
"0293177",786,0,0,0,0,0,0,0,0
"0293178",787,0,0,0,0,0,0,0,0
"0293179",788,0,0,0,0,0,0,0,0
"0293180",789,73,0,0,0,2,1,1,3
"0293181",790,152,2,1,0,2,1,1,8
"0293182",791,77,1,1,1,0,3,2,2
"0293183",792,0,0,0,0,0,0,0,0
"0293184",793,1,0,1,0,0,2,0,0
"0293185",794,16,0,0,1,0,0,1,0
"0293186",795,1,0,0,0,0,0,0,0
"0293187",796,0,0,0,0,0,0,0,0
"0293188",797,0,0,0,0,0,0,0,0
"0293189",798,56,0,0,2,0,4,0,3
"0293190",799,18,0,0,0,2,0,3,0
"0293191",800,8,0,0,0,1,0,3,1
"0293192",801,0,0,0,0,0,0,0,0
"0293193",802,14,0,0,0,0,1,0,0
"0293194",803,138,1,1,4,0,1,0,6
"0293195",804,65,1,1,4,1,3,2,8
"0293196",805,0,0,0,0,0,0,0,0
"0293197",806,0,0,0,0,0,0,0,0
"0293198",807,35,1,0,0,2,2,0,1
"0293199",808,138,0,1,3,1,2,2,3
"0293200",809,0,0,0,0,0,0,0,0
"0293201",810,180,1,0,3,0,4,4,7
"0293202",811,54,1,1,0,1,2,3,1
"0293203",812,25,0,0,0,1,0,0,2
"0293204",813,0,0,0,0,0,0,0,0
"0293205",814,0,0,0,0,0,0,0,0
"0294001",815,197,0,3,2,1,1,0,10
"0294002",816,61,1,0,3,2,0,0,2
"0294003",817,69,3,0,3,2,2,2,10
"0294004",818,52,2,1,1,4,0,0,3
"0294005",819,128,2,2,3,3,4,0,6
"0294006",820,28,0,1,1,1,1,0,4
"0294007",821,20,0,0,0,1,0,1,1
"0294008",822,56,0,0,0,0,0,0,4
"0294009",823,36,0,0,1,2,3,4,3
"0294010",824,115,2,3,3,2,4,1,7
"0294011",825,76,0,1,0,4,2,0,2
"0294012",826,43,0,1,0,1,4,0,2
"0294013",827,42,2,0,3,3,2,0,5
"0294014",828,24,1,0,2,1,1,1,1
"0294015",829,133,3,0,1,2,1,3,7
"0294016",830,166,6,2,3,10,3,4,18
"0294017",831,197,1,2,2,6,2,2,12
"0294018",832,164,1,1,1,2,2,6,7
"0294019",833,139,0,1,5,11,2,2,3
"0294020",834,44,0,0,1,1,2,1,7
"0294021",835,55,1,0,1,0,0,1,3
"0294022",836,6,0,0,1,0,0,0,0
"0294023",837,165,4,2,4,5,4,1,4
"0294024",838,163,3,1,5,9,6,1,15
"0294025",839,74,1,0,3,2,5,1,7
"0294026",840,190,4,4,11,15,4,4,11
"0294027",841,136,1,0,3,3,1,0,6
"0294028",842,246,5,0,1,10,6,3,4
"0294029",843,148,3,2,6,11,3,2,8
"0294030",844,30,0,0,2,0,1,0,1
"0294031",845,103,3,4,6,11,3,1,4
"0294032",846,124,4,4,5,9,3,2,8
"0294033",847,219,3,2,6,11,8,6,15
"0294034",848,108,0,5,2,8,4,1,4
"0294035",849,3,2,0,0,0,0,0,0
"0294036",850,285,3,1,4,7,1,0,12
"0294037",851,114,0,2,0,2,0,0,9
"0294038",852,215,1,3,0,3,6,1,11
"0294039",853,122,1,2,4,0,1,0,2
"0294040",854,108,0,0,2,4,3,1,5
"0294041",855,173,2,3,4,2,4,2,9
"0294042",856,9,0,1,0,0,0,0,0
"0294043",857,141,4,3,0,0,5,1,8
"0294044",858,69,0,1,2,4,0,0,5
"0294045",859,148,2,0,4,5,4,2,7
"0294046",860,212,2,4,1,1,7,1,9
"0294047",861,124,2,3,1,5,5,2,5
"0294048",862,129,6,2,7,6,3,1,10
"0294049",863,115,0,2,0,1,1,1,7
"0294050",864,122,3,0,1,4,4,2,0
"0294051",865,145,0,2,2,3,4,1,8
"0294052",866,132,0,1,1,3,2,0,7
"0294053",867,93,2,1,3,0,4,1,4
"0294054",868,212,2,0,2,3,6,0,15
"0294055",869,71,1,1,0,2,3,0,2
"0294056",870,148,5,2,0,5,3,3,8
"0294057",871,146,0,1,0,0,1,0,2
"0294058",872,87,2,2,3,2,2,0,5
"0294059",873,110,1,4,0,0,3,1,2
"0294060",874,99,1,4,2,2,3,0,2
"0294061",875,69,0,0,4,2,1,2,6
"0294062",876,36,0,0,0,0,0,1,4
"0294063",877,38,0,0,1,2,0,0,4
"0294064",878,136,3,2,1,4,2,2,4
"0294065",879,101,1,1,3,2,4,1,2
"0294066",880,183,2,4,6,1,5,2,13
"0294067",881,67,2,1,4,0,3,1,7
"0294068",882,78,0,0,2,1,3,0,3
"0294069",883,61,0,0,0,2,0,0,5
"0294070",884,279,5,0,7,11,5,2,9
"0294071",885,35,0,0,1,0,1,0,3
"0294072",886,154,2,2,6,2,2,1,4
"0294073",887,68,3,0,1,2,4,0,4
"0294074",888,67,2,0,5,5,1,1,1
"0294075",889,27,1,0,2,1,0,0,4
"0294076",890,109,3,2,6,3,5,1,10
"0294077",891,189,0,4,6,7,7,3,19
"0294078",892,34,1,0,1,0,2,1,1
"0294079",893,74,2,1,1,2,2,5,4
"0294080",894,105,3,0,2,4,2,0,12
"0294081",895,9,0,0,0,0,0,0,1
"0294082",896,69,2,1,1,2,1,1,9
"0294083",897,26,0,0,0,0,0,0,0
"0294084",898,55,2,0,2,2,0,1,6
"0294085",899,0,0,0,0,0,0,0,0
"0294086",900,15,0,1,3,3,0,0,0
"0294087",901,222,0,1,1,2,6,1,5
"0294088",902,242,2,6,5,1,6,1,15
"0294089",903,167,0,1,3,5,2,0,12
"0294090",904,86,0,0,0,2,0,0,2
"0294091",905,86,0,0,2,1,0,1,5
"0294092",906,115,0,1,2,1,0,2,3
"0294093",907,125,1,1,3,1,0,1,9
"0294094",908,119,3,2,4,1,0,0,6
"0294095",909,101,1,0,1,2,1,1,4
"0294096",910,91,0,0,0,2,1,1,16
"0294097",911,83,0,0,1,1,4,3,8
"0294098",912,83,0,0,0,2,4,0,3
"0294099",913,51,0,0,2,2,0,0,2
"0294100",914,40,1,0,1,0,3,0,4
"0294101",915,46,0,1,0,3,0,0,2
"0294102",916,37,2,0,4,1,0,0,2
"0294103",917,0,0,0,0,0,0,0,0
"0294104",918,81,1,1,3,1,1,0,6
"0294105",919,51,1,0,0,0,2,1,4
"0294106",920,14,1,0,1,0,0,0,2
"0294107",921,96,1,1,3,1,0,0,7
"0294108",922,169,3,4,6,2,6,3,10
"0294109",923,82,2,4,2,1,0,0,2
"0294110",924,125,1,0,2,2,2,1,8
"0294111",925,7,0,1,0,0,0,0,0
"0294112",926,112,0,0,0,1,0,0,2
"0294113",927,52,3,3,1,3,1,0,2
"0294114",928,1,0,0,0,0,0,0,1
"0294115",929,14,0,0,0,0,0,0,1
"0294116",930,6,0,0,1,0,0,0,0
"0294117",931,42,0,1,2,3,0,0,2
"0294118",932,4,0,0,0,0,0,0,0
"0294119",933,37,0,0,0,1,0,2,4
"0294120",934,13,0,0,0,0,0,0,0
"0294121",935,10,0,1,0,1,0,0,0
"0294122",936,9,0,0,0,0,0,0,0
"0294123",937,8,0,0,0,0,0,0,0
"0294124",938,111,4,2,4,7,1,1,9
"0294125",939,0,0,0,0,0,0,0,0
"0294126",940,125,2,0,1,0,2,0,5
"0294127",941,0,0,0,0,0,0,0,0
"0294128",942,13,0,0,0,0,0,0,0
"0294129",943,5,1,0,0,0,0,0,0
"0294130",944,41,1,0,0,1,1,0,2
"0294131",945,10,0,0,1,1,2,2,0
"0294132",946,148,2,5,1,3,2,0,6
"0294133",947,0,0,0,0,0,0,0,0
"0294134",948,0,0,0,0,0,0,0,0
"0294135",949,0,0,0,0,0,0,0,0
"0294136",950,135,1,2,1,2,2,1,10
"0294137",951,2,0,0,0,0,0,0,0
"0294138",952,0,0,0,0,0,0,0,0
"0294139",953,0,0,0,0,0,0,0,0
"0294140",954,0,0,0,0,0,0,0,0
"0294141",955,8,0,0,0,0,1,0,2
"0294142",956,21,0,1,1,0,1,0,2
"0294143",957,133,1,1,3,5,1,4,7
"0294144",958,25,0,1,0,0,0,1,1
"0294145",959,0,0,0,0,0,0,0,0
"0294146",960,3,0,0,0,0,0,0,0
"0294147",961,17,0,0,0,0,0,1,0
"0294148",962,6,0,0,0,1,0,0,0
"0294149",963,12,0,0,0,0,0,0,1
"0294150",964,128,1,0,2,6,5,2,8
"0294151",965,23,1,0,0,1,1,1,1
"0294152",966,94,2,0,0,0,1,0,5
"0294153",967,24,1,0,0,1,3,2,0
"0294154",968,29,1,1,0,1,0,1,5
"0294155",969,249,2,2,1,4,1,1,16
"0294156",970,64,0,1,2,1,2,2,4
"0294157",971,171,1,0,2,3,2,2,15
"0294158",972,12,0,0,0,0,1,0,0
"0294159",973,2,0,0,0,0,0,0,0
"0294160",974,73,1,3,0,2,3,1,2
"0294161",975,41,0,0,0,1,2,0,3
"0294162",976,95,1,1,2,1,1,1,8
"0294163",977,152,4,2,2,3,3,3,3
"0294164",978,146,1,2,1,1,4,0,2
"0294165",979,5,0,0,0,1,0,0,0
"0294166",980,10,2,0,0,0,0,0,1
"0294167",981,0,0,0,0,0,1,0,1
"0294168",982,92,3,1,3,2,3,2,3
"0294169",983,28,0,0,0,0,0,0,2
"0294170",984,18,0,0,0,1,0,0,0
"0294171",985,79,0,0,0,1,1,2,4
"0294172",986,61,0,0,3,1,3,0,1
"0294173",987,72,1,2,0,0,5,0,8
"0294174",988,56,0,0,0,3,0,1,1
"0294175",989,0,0,0,0,0,0,0,0
"0294176",990,66,0,0,1,1,0,0,6
"0294177",991,2,0,0,1,0,0,0,0
"0294178",992,0,0,0,0,0,0,0,0
"0294179",993,194,2,3,3,4,3,1,11
"0294180",994,0,0,0,0,0,0,0,0
"0294181",995,0,0,0,0,0,0,0,0
"0294182",996,0,0,0,0,0,0,0,0
"0294183",997,14,0,0,0,0,0,0,0
"0294184",998,0,1,0,0,0,0,0,1
"0294185",999,0,0,0,0,0,0,0,0
"0294186",1000,17,0,0,0,0,1,1,0
"0294187",1001,0,0,0,0,0,0,0,0
"0294188",1002,0,0,0,0,0,0,0,0
"0294189",1003,37,1,1,1,2,1,0,2
"0294190",1004,0,0,0,0,0,0,0,0
"0294191",1005,0,0,0,0,0,0,0,0
"0294192",1006,0,0,0,0,0,0,0,0
"0294193",1007,3,0,0,0,0,0,0,0
"0294194",1008,25,1,1,0,1,0,0,1
"0294195",1009,0,0,0,0,0,0,0,0
"0294196",1010,0,0,0,0,0,0,0,0
"0294197",1011,0,0,0,0,0,0,0,0
"0294198",1012,85,2,3,1,4,3,2,9
"0294199",1013,40,1,0,0,2,1,2,1
"0294200",1014,202,6,0,5,6,6,2,10
"0294201",1015,2,0,0,0,0,0,0,0
"0294202",1016,0,0,0,0,0,0,0,0
"0294203",1017,18,0,1,0,0,1,0,2
"0294204",1018,0,0,0,0,0,0,0,0
"0294205",1019,8,0,0,0,1,0,0,0
"0294206",1020,21,0,0,0,1,2,0,0
"0294207",1021,0,0,0,0,0,0,0,0
"0294208",1022,0,0,0,0,0,0,0,0
"0294209",1023,3,0,0,0,0,0,0,0
"0294210",1024,0,0,0,0,0,0,0,0
"0294211",1025,2,0,0,0,0,0,0,0
"0294212",1026,0,0,0,0,0,0,0,0
"0294213",1027,0,0,0,0,0,0,0,0
"0294214",1028,101,4,2,5,5,2,2,3
"0294215",1029,35,0,1,1,1,1,0,2
"0294216",1030,33,1,0,3,1,0,0,1
"0294217",1031,5,0,0,0,0,0,0,0
"0294218",1032,3,0,0,0,0,0,0,0
"0294219",1033,0,0,0,0,0,0,0,0
"0294220",1034,0,0,0,0,0,0,0,0
"0294221",1035,0,0,0,0,0,0,0,0
"0294222",1036,12,0,0,0,0,0,1,0
"0294223",1037,0,0,0,0,0,0,0,0
"0294224",1038,0,0,0,0,0,0,0,0
"0294225",1039,27,0,1,1,0,1,0,3
"0294226",1040,11,0,0,1,1,0,0,0
"0294227",1041,0,0,0,0,0,0,0,0
"0294228",1042,55,1,0,0,1,3,2,2
"0294229",1043,97,1,2,2,3,4,2,5
"0294230",1044,78,1,2,2,1,3,1,7
"0310102",1045,101,1,0,0,0,2,1,7
"0310201",1046,121,0,1,1,1,0,0,2
"0310302",1047,75,0,1,0,0,5,1,6
"0310303",1048,36,0,0,0,0,0,0,1
"0310401",1049,131,0,1,0,1,1,1,11
"0330002",1050,0,0,0,0,0,0,0,0
"0330003",1051,0,0,0,0,0,0,0,0
"0330004",1052,2,0,0,0,0,0,0,0
"033001A",1053,0,0,0,0,0,0,0,0
"033001B",1054,0,0,0,0,0,0,0,0
"0350001",1055,3,1,0,0,0,0,0,0
"0350002",1056,14,0,0,1,1,0,0,3
"0350003",1057,19,0,0,0,0,1,0,0
"0350004",1058,14,0,0,0,0,0,0,1
"0350005",1059,49,0,0,0,1,0,1,1
"0350006",1060,33,0,0,0,0,1,0,1
"0350007",1061,11,0,0,0,0,0,0,0
"0350008",1062,43,0,1,2,2,1,0,1
"0350009",1063,20,0,0,0,0,0,0,0
"0350010",1064,25,0,2,0,2,1,2,0
"0350011",1065,14,0,0,0,0,1,0,1
"0370007",1066,161,2,3,2,3,2,3,6
"0370009",1067,100,1,1,0,1,4,2,1
"0370010",1068,42,0,0,0,0,0,0,2
"0370011",1069,13,0,1,0,0,0,0,0
"0370012",1070,42,0,1,1,1,1,0,4
"0370013",1071,0,0,0,0,1,0,0,0
"0370014",1072,24,1,0,0,0,1,0,2
"0370015",1073,4,0,0,0,0,1,0,0
"0370016",1074,12,0,0,0,0,0,0,0
"0370017",1075,18,0,0,0,0,1,2,5
"0370018",1076,30,0,1,0,1,1,0,1
"0370019",1077,2,0,0,0,0,0,0,0
"037001A",1078,62,1,2,0,2,4,1,3
"037001B",1079,72,0,1,0,1,5,2,2
"0370020",1080,7,0,1,0,1,0,0,0
"0370021",1081,4,0,0,0,0,0,0,0
"0370022",1082,4,0,0,0,0,0,0,0
"0370024",1083,6,0,0,0,0,0,0,0
"0370025",1084,10,0,0,3,1,2,0,2
"0370027",1085,2,0,0,0,0,0,0,0
"0370028",1086,1,0,0,0,1,1,0,0
"0370029",1087,1,0,0,0,1,0,0,0
"037002A",1088,71,0,1,0,1,4,1,3
"037002B",1089,29,1,1,1,0,1,0,0
"037002C",1090,44,1,2,0,0,4,1,3
"037002D",1091,4,0,0,0,0,0,0,0
"0370030",1092,75,1,3,1,2,3,1,2
"037003A",1093,43,1,0,0,0,0,1,0
"037003B",1094,29,0,0,0,0,1,0,4
"037004A",1095,37,1,1,0,0,3,0,4
"037004B",1096,54,0,2,0,0,4,0,3
"037004C",1097,46,0,0,0,0,3,0,0
"037004D",1098,2,0,0,0,0,0,0,0
"037005A",1099,11,0,0,0,0,1,0,0
"037005B",1100,0,0,0,0,0,0,0,0
"037005C",1101,111,2,3,2,3,4,1,4
"037006A",1102,69,0,1,0,0,3,0,4
"037006B",1103,38,0,1,0,0,4,0,5
"037008A",1104,75,1,2,1,0,2,0,5
"037008B",1105,88,3,2,0,0,1,1,5
"037008C",1106,23,0,1,0,0,1,0,1
"037009A",1107,5,0,0,0,0,0,0,1
"037011A",1108,22,0,0,0,0,1,0,1
"037012A",1109,0,0,0,0,0,0,0,0
"037014A",1110,43,0,3,2,0,3,0,0
"037016A",1111,0,0,0,0,0,0,0,0
"037018A",1112,1,0,0,0,0,0,0,0
"037020A",1113,14,1,1,0,1,0,0,0
"037022A",1114,0,0,0,0,0,0,0,0
"0390001",1115,90,2,3,1,2,2,0,2
"0390002",1116,109,2,2,1,5,5,0,1
"0390003",1117,93,2,2,1,2,5,1,2
"0390004",1118,108,4,1,3,0,5,0,3
"0390005",1119,41,0,0,1,1,2,0,1
"0390006",1120,19,0,0,0,0,1,0,0
"0390007",1121,85,1,2,1,3,3,0,5
"0390008",1122,8,0,0,0,0,0,0,0
"0390009",1123,50,0,1,0,1,1,1,3
"0390010",1124,6,0,0,0,0,0,0,0
"0390011",1125,264,2,1,3,3,2,2,4
"0390012",1126,103,2,0,0,3,3,1,0
"0390013",1127,197,4,2,1,1,2,4,6
"0390014",1128,151,0,3,1,3,1,0,4
"0390015",1129,28,0,0,0,0,3,0,1
"0390016",1130,31,1,1,0,1,1,2,3
"0390017",1131,72,2,0,0,6,2,1,1
"0390018",1132,161,1,0,0,3,3,8,8
"0390019",1133,58,0,4,0,7,2,0,2
"0390020",1134,32,1,0,0,0,1,0,0
"0390021",1135,189,3,5,1,4,6,4,3
"0390022",1136,127,1,0,0,0,1,2,6
"0390023",1137,86,5,1,1,2,5,0,8
"0390024",1138,22,1,0,0,1,0,0,1
"0390025",1139,19,3,2,0,0,1,0,2
"0390026",1140,163,1,4,2,3,4,5,6
"0390027",1141,217,1,3,1,3,6,5,9
"0390028",1142,161,1,1,0,1,5,17,6
"0390029",1143,256,3,3,1,3,5,6,11
"0390030",1144,59,0,0,1,1,2,0,3
"0390031",1145,22,0,1,0,1,0,0,1
"0390032",1146,58,1,0,1,0,6,0,2
"0390033",1147,70,0,0,0,1,2,0,5
"0390034",1148,63,1,0,0,0,1,1,1
"0390035",1149,24,2,0,0,0,0,0,0
"0390036",1150,30,0,1,0,2,0,0,1
"0390037",1151,153,0,2,3,3,3,5,8
"0390038",1152,19,1,1,0,0,1,0,0
"0390039",1153,63,4,2,0,1,3,1,2
"0390040",1154,41,0,2,2,1,1,1,3
"0390041",1155,160,0,1,0,0,3,5,5
"0390042",1156,23,0,1,0,1,1,1,2
"0390043",1157,104,5,2,0,3,5,2,11
"0390044",1158,333,3,2,0,3,4,8,11
"0390045",1159,94,0,3,0,2,1,1,6
"0390046",1160,147,1,1,1,0,0,5,4
"0390047",1161,114,1,1,0,0,2,4,5
"0390048",1162,82,2,3,0,0,3,1,1
"0390049",1163,27,0,1,0,0,3,0,3
"0390050",1164,240,0,3,1,4,3,11,7
"0390051",1165,109,2,3,0,2,3,0,2
"0390052",1166,106,1,1,1,1,1,2,8
"0390053",1167,230,4,1,2,1,2,2,5
"0390054",1168,284,1,6,0,2,4,1,15
"0390055",1169,73,0,1,0,2,5,0,3
"0390056",1170,164,2,3,4,3,4,2,5
"0390057",1171,27,1,0,0,0,1,0,3
"0390058",1172,238,4,1,1,2,5,2,3
"0390059",1173,238,2,1,2,3,6,30,12
"0390060",1174,299,1,2,0,0,1,2,16
"0390061",1175,16,0,0,0,0,1,0,1
"0390062",1176,235,3,2,1,2,5,3,9
"0390063",1177,344,5,1,3,1,5,2,10
"0390064",1178,16,0,0,0,0,1,0,0
"0390065",1179,254,5,1,2,1,2,2,6
"0390066",1180,387,3,4,0,2,3,7,21
"0390067",1181,170,2,3,0,1,5,8,9
"0390068",1182,235,3,2,3,1,4,0,7
"0390069",1183,192,1,1,2,0,0,9,5
"0390070",1184,286,4,5,1,5,5,7,13
"0390071",1185,100,0,2,0,2,1,2,2
"0390072",1186,174,4,1,0,1,1,6,8
"0390073",1187,131,1,1,0,0,2,1,5
"0390074",1188,6,0,0,0,0,0,0,0
"0390075",1189,56,0,2,1,3,5,0,1
"0390076",1190,38,1,1,1,0,0,0,2
"0390077",1191,117,4,2,1,2,4,0,2
"0390078",1192,89,2,0,0,0,3,0,1
"0390079",1193,151,0,1,1,1,1,0,4
"0390080",1194,47,1,0,0,2,0,0,0
