CNTYVTD,VTDKEY,KimbroughD_18P_U.S. Sen,HernandezD_18P_U.S. Sen,O'RourkeD_18P_U.S. Sen
1391013,3284,14,19,27
1391014,3285,15,16,36
1391015,3286,26,19,34
1391016,3287,33,40,23
1391017,3288,24,35,54
1391018,3289,32,35,45
1391019,3290,21,20,25
1391020,3291,22,17,27
1391021,3292,10,18,17
1391022,3293,24,35,61
1391023,3294,0,0,0
1391024,3295,15,23,34
1391025,3296,19,27,61
1391026,3297,9,23,51
1391027,3298,11,16,36
1391028,3299,14,20,32
1391029,3300,3,4,4
1391030,3301,16,29,30
1391031,3302,8,9,9
1391032,3303,13,18,35
1391033,3304,5,10,25
1391034,3305,18,17,51
1391035,3306,14,19,35
1391036,3307,14,30,41
1391037,3308,4,12,18
1391038,3309,13,24,51
1391039,3310,16,28,50
1391040,3311,3,2,5
1391041,3312,18,26,36
1391042,3313,2,1,5
1391043,3314,27,44,55
1391044,3315,1,5,17
1391045,3316,0,1,4
1391046,3317,1,2,9
1391047,3318,1,3,6
1391048,3319,12,16,34
1391049,3320,2,6,12
1391050,3321,33,52,59
1391051,3322,33,50,56
1391052,3323,45,73,75
1391053,3324,24,34,35
1391054,3325,28,40,47
1391055,3326,25,33,68
1391056,3327,22,28,48
1391057,3328,11,15,40
1391058,3329,6,11,19
1391059,3330,1,5,10
1410001,3331,8,6,145
1410002,3332,2,14,174
1410003,3333,11,12,238
1410004,3334,9,7,146
1410005,3335,16,20,268
1410006,3336,31,19,273
1410007,3337,22,26,423
1410008,3338,74,32,488
1410009,3339,28,28,509
1410010,3340,16,21,348
1410011,3341,12,23,512
1410012,3342,6,14,226
1410013,3343,18,13,419
1410014,3344,33,21,426
1410015,3345,35,21,393
1410016,3346,19,30,496
1410017,3347,10,4,250
1410018,3348,41,18,503
1410019,3349,26,20,432
1410020,3350,7,12,207
1410021,3351,32,22,439
1410022,3352,19,11,335
1410023,3353,22,16,293
1410024,3354,50,26,555
1410025,3355,20,18,370
1410026,3356,11,12,299
1410027,3357,13,10,313
1410028,3358,3,3,51
1410029,3359,12,12,360
1410030,3360,1,0,34
1410031,3361,3,10,141
1410032,3362,9,9,347
1410033,3363,19,15,568
1410034,3364,1,1,60
1410035,3365,25,22,554
1410036,3366,5,15,335
1410037,3367,5,16,173
1410038,3368,9,23,283
1410039,3369,5,7,92
1410040,3370,2,7,125
1410041,3371,4,6,118
1410042,3372,5,15,144
1410043,3373,18,16,291
1410044,3374,14,8,240
1410045,3375,10,16,319
1410046,3376,3,6,147
1410047,3377,24,12,301
1410048,3378,3,9,196
1410049,3379,4,4,122
1410050,3380,3,7,172
1410051,3381,16,7,206
1410052,3382,12,12,208
1410053,3383,15,18,282
1410054,3384,11,12,145
1410055,3385,23,18,291
1410056,3386,18,13,229
1410057,3387,13,13,147
1410058,3388,9,12,142
1410059,3389,10,23,242
1410060,3390,22,13,320
1410061,3391,15,16,179
1410062,3392,4,6,105
1410063,3393,6,18,231
1410064,3394,11,18,285
1410065,3395,0,1,19
1410066,3396,14,15,250
1410067,3397,13,16,263
1410068,3398,1,5,98
1410069,3399,18,28,572
1410070,3400,10,19,439
1410071,3401,18,22,374
1410072,3402,13,6,158
1410073,3403,1,15,175
1410074,3404,8,12,262
1410075,3405,14,11,341
1410076,3406,13,18,259
1410077,3407,8,10,318
1410078,3408,4,5,104
1410079,3409,5,2,61
1410080,3410,4,12,168
1410081,3411,2,3,33
1410082,3412,4,12,250
1410083,3413,7,12,181
1410084,3414,9,15,279
1410085,3415,8,10,223
1410086,3416,1,1,3
1410087,3417,0,0,0
1410088,3418,1,1,16
1410089,3419,11,16,419
1410090,3420,18,20,388
1410091,3421,5,6,203
1410092,3422,49,41,534
1410093,3423,7,16,168
1410094,3424,17,16,345
1410095,3425,27,26,406
1410096,3426,25,29,491
1410097,3427,9,20,249
1410098,3428,24,20,388
1410099,3429,5,10,148
1410100,3430,17,17,380
1410101,3431,19,22,366
1410102,3432,17,24,307
1410103,3433,26,19,308
1410104,3434,26,29,449
1410105,3435,12,22,395
1410106,3436,12,20,371
1410107,3437,11,14,294
1410108,3438,24,17,332
1410109,3439,11,9,263
1410110,3440,24,21,469
1410111,3441,5,9,77
1410112,3442,13,17,368
1410113,3443,5,14,249
1410114,3444,8,17,332
1410115,3445,9,13,161
1410116,3446,11,22,264
1410117,3447,18,16,412
1410118,3448,16,9,314
1410119,3449,15,17,239
1410120,3450,9,18,340
1410121,3451,15,11,282
1410122,3452,21,19,390
1410123,3453,3,17,329
1410124,3454,5,9,256
1410125,3455,9,25,365
1410126,3456,23,35,485
1410127,3457,0,1,9
1410128,3458,3,4,93
1410129,3459,14,20,234
1410130,3460,14,12,336
1410131,3461,4,14,198
1410132,3462,3,2,29
1410133,3463,11,9,371
1410134,3464,5,11,197
1410135,3465,8,13,314
1410136,3466,9,9,173
1410137,3467,7,13,233
1410138,3468,3,21,295
1410139,3469,13,13,288
1410140,3470,7,11,212
1410141,3471,9,14,177
1410142,3472,6,6,160
1410143,3473,11,21,387
1410144,3474,9,22,359
1410145,3475,11,12,261
1410146,3476,3,8,152
1410147,3477,6,11,207
1410148,3478,9,15,312
1410149,3479,13,17,342
1410150,3480,5,18,242
1410151,3481,7,24,206
1410152,3482,4,16,148
1410153,3483,4,25,311
1410154,3484,6,13,206
1410155,3485,3,9,91
1410156,3486,3,21,160
1410157,3487,4,11,65
1410158,3488,8,16,210
1410159,3489,3,12,112
1410160,3490,8,25,214
1410161,3491,5,8,55
1410162,3492,1,33,240
1410163,3493,10,18,183
1410164,3494,8,43,310
1410165,3495,11,39,297
1410166,3496,3,7,169
1410167,3497,8,26,232
1410168,3498,0,0,18
1410169,3499,6,15,113
1410170,3500,24,26,257
1410171,3501,4,21,111
1410172,3502,13,51,368
1410173,3503,11,22,99
1410174,3504,0,0,3
1410175,3505,6,10,89
1410176,3506,14,6,175
1410177,3507,7,4,110
1410178,3508,5,9,111
1410179,3509,2,2,33
1410180,3510,1,10,91
1410181,3511,2,7,127
1410182,3512,2,7,78
1410183,3513,0,0,0
1410184,3514,0,0,0
1410185,3515,4,4,121
1410186,3516,4,6,102
1410187,3517,0,0,0
1410188,3518,5,0,10
1410189,3519,0,0,4
1410190,3520,0,2,10
1410191,3521,1,3,51
1410192,3522,19,22,337
1410193,3523,3,4,76
1410194,3524,5,4,100
1410195,3525,2,4,138
1410196,3526,7,16,205
1410197,3527,15,17,268
1410198,3528,8,24,305
1410199,3529,6,12,174
1410200,3530,0,1,2
1410201,3531,11,19,206
1410202,3532,7,12,170
1410203,3533,6,13,132
1410204,3534,0,0,0
1410205,3535,3,13,128
1410206,3536,2,6,39
1410207,3537,8,25,128
1410208,3538,2,17,104
1410209,3539,0,0,3
1410209,3540,0,0,0
1410210,3541,0,0,0
1410211,3542,1,1,10
1410211,3543,0,0,0
1410212,3544,0,0,9
1410213,3545,1,2,19
1410214,3546,0,0,0
1410215,3547,8,18,228
1410216,3548,0,0,0
1410217,3549,0,2,17
1410218,3550,0,2,8
1410219,3551,2,14,108
1410220,3552,6,19,134
1410221,3553,0,1,3
1430010,3554,4,5,18
1430011,3555,4,4,8
1430012,3556,5,4,20
1430018,3557,4,9,12
1430019,3558,2,4,15
1430020,3559,6,9,14
1430021,3560,6,8,13
1430023,3561,3,1,4
1430024,3562,4,9,25
1430025,3563,1,2,10
1430030,3564,1,4,8
1430031,3565,6,1,17
1430032,3566,5,6,21
1430033,3567,3,9,27
1430034,3568,6,7,18
1430035,3569,0,0,4
1430041,3570,2,1,4
1430044,3571,10,8,19
1430045,3572,10,3,40
1430046,3573,3,3,9
1430047,3574,0,2,4
1450101,3575,7,7,7
1450102,3576,6,4,5
1450103,3577,11,4,8
1450201,3578,7,5,10
1450202,3579,19,33,18
1450203,3580,25,24,29
1450301,3581,3,3,6
1450302,3582,5,10,8
1450303,3583,2,2,2
1450401,3584,7,3,4
1450402,3585,8,2,10
1450403,3586,6,8,10
1470001,3587,12,13,11
1470002,3588,2,2,8
1470003,3589,9,6,5
1470004,3590,14,7,29
1470005,3591,5,3,8
1470006,3592,12,1,6
1470007,3593,2,3,9
1470009,3594,6,5,11
1470010,3595,11,5,16
1470011,3596,8,8,20
1470012,3597,3,4,13
1470013,3598,3,0,10
1470015,3599,11,7,8
1470016,3600,1,1,9
1470017,3601,9,6,9
1470018,3602,25,14,21
1470019,3603,10,11,25
1490110,3604,1,2,32
1490112,3605,10,2,33
1490204,3606,8,4,59
1490207,3607,9,9,81
1490315,3608,2,2,9
1490316,3609,12,14,44
1490422,3610,4,1,22
1490423,3611,2,7,25
1490425,3612,21,11,69
149101,3613,18,18,76
149201,3614,6,4,26
149301,3615,6,9,47
1510001,3616,16,3,11
1510004,3617,12,4,7
1510010,3618,16,7,9
1510010,3619,0,0,0
1510012,3620,49,21,28
1530001,3621,2,5,4
1530002,3622,0,2,1
1530003,3623,2,6,4
1530004,3624,5,6,6
1550101,3625,24,9,8
1550201,3626,37,11,17
1550301,3627,25,11,7
1550401,3628,26,15,18
1571004,3629,26,68,170
1571005,3630,5,10,23
1571006,3631,29,47,160
1571008,3632,11,11,10
1571013,3633,25,36,65
1571014,3634,16,39,122
1571019,3635,12,16,18
1571038,3636,36,69,137
1571041,3637,10,18,52
1571054,3638,6,5,6
1571057,3639,43,45,117
1571063,3640,16,20,86
1571103,3641,37,60,124
1571104,3642,27,30,125
1571122,3643,13,28,177
1571130,3644,22,56,142
1571132,3645,28,51,139
1571133,3646,13,32,138
1571142,3647,31,53,126
1571143,3648,60,116,261
1571144,3649,26,50,152
1571145,3650,13,35,72
1571146,3651,26,37,128
1571148,3652,25,50,147
1571148,3653,0,0,0
1571149,3654,19,27,126
1571156,3655,12,18,63
1571159,3656,14,19,46
1571160,3657,4,3,7
1571165,3658,11,17,37
1572003,3659,75,65,47
1572007,3660,14,28,47
1572009,3661,27,30,160
1572010,3662,26,38,39
1572017,3663,168,116,133
1572018,3664,12,6,16
1572021,3665,3,3,9
1572023,3666,83,78,64
1572028,3667,59,60,145
1572030,3668,70,56,181
1572031,3669,173,104,126
1572033,3670,63,30,60
1572034,3671,203,102,137
1572036,3672,75,30,52
1572050,3673,246,154,114
1572051,3674,200,91,125
1572052,3675,169,89,94
1572055,3676,76,23,28
1572056,3677,9,20,14
1572058,3678,19,24,19
1572059,3679,168,117,99
1572061,3680,77,80,171
1572068,3681,2,1,3
1572070,3682,22,28,39
1572075,3683,109,61,61
1572077,3684,112,89,98
1572081,3685,38,31,35
1572085,3686,29,53,85
1572087,3687,22,28,64
1572088,3688,47,36,51
1572089,3689,105,48,49
1572090,3690,18,20,41
1572091,3691,31,30,35
1572094,3692,0,0,0
1572097,3693,76,84,235
1572108,3694,247,165,238
1572109,3695,28,21,32
1572114,3696,210,157,135
1572115,3697,66,56,63
1572116,3698,183,108,116
1572118,3699,96,98,230
1572120,3700,20,26,149
1572123,3701,103,53,57
1572128,3702,27,32,129
1572134,3703,105,72,155
1572136,3704,11,11,15
1572151,3705,92,74,97
1572152,3706,67,110,173
1572153,3707,117,97,81
1572161,3708,6,4,9
1572171,3709,25,34,57
1573011,3710,12,18,72
1573016,3711,37,62,115
1573020,3712,24,39,122
1573022,3713,29,48,151
1573027,3714,0,0,1
1573029,3715,13,16,78
1573035,3716,14,19,49
1573042,3717,3,14,32
1573043,3718,14,10,14
1573044,3719,37,67,101
1573045,3720,34,33,65
1573046,3721,27,61,153
1573047,3722,8,7,34
1573049,3723,122,98,162
1573053,3724,0,0,0
1573060,3725,70,75,90
1573062,3726,88,99,190
1573064,3727,36,54,120
1573065,3728,89,83,244
1573065,3729,0,0,0
1573071,3730,7,9,25
1573078,3731,13,7,20
1573079,3732,3,4,22
1573080,3733,11,14,42
1573084,3734,13,19,78
1573086,3735,23,39,44
1573092,3736,51,23,33
1573093,3737,16,14,14
1573096,3738,51,55,86
1573098,3739,33,42,63
1573102,3740,16,34,83
1573105,3741,3,5,15
1573107,3742,22,21,95
1573110,3743,16,34,116
1573111,3744,4,27,64
1573112,3745,0,15,4
1573119,3746,27,26,131
1573121,3747,10,8,23
1573125,3748,50,64,132
1573126,3749,18,13,28
1573127,3750,59,64,151
1573127,3751,0,0,1
1573129,3752,40,70,249
1573131,3753,10,15,41
1573131,3754,0,0,0
1573135,3755,74,148,313
1573137,3756,8,10,9
1573138,3757,9,10,22
1573139,3758,14,17,34
1573140,3759,42,54,147
1573147,3760,34,42,107
1573155,3761,36,37,56
1573157,3762,10,17,21
1573158,3763,12,52,76
1573166,3764,1,1,3
1573168,3765,10,11,20
1573169,3766,4,7,14
1573172,3767,16,24,45
1573174,3768,33,30,54
1573175,3769,42,30,48
1574001,3770,26,22,80
1574002,3771,33,19,45
1574012,3772,20,42,40
1574015,3773,10,10,14
1574024,3774,1,2,3
1574025,3775,31,36,49
1574026,3776,34,48,170
1574032,3777,13,19,31
1574037,3778,17,38,62
1574039,3779,9,11,49
1574040,3780,25,51,32
1574048,3781,14,25,40
1574066,3782,94,89,114
1574067,3783,67,51,80
1574069,3784,54,58,116
1574072,3785,1,1,4
1574073,3786,4,14,32
1574073,3787,0,0,0
1574074,3788,81,86,129
1574076,3789,60,70,106
1574082,3790,64,78,167
1574083,3791,67,93,147
1574095,3792,18,28,80
1574099,3793,61,49,93
1574100,3794,34,56,89
1574101,3795,65,68,76
1574106,3796,59,68,73
1574113,3797,86,95,137
1574117,3798,12,16,37
1574124,3799,32,48,93
1574141,3800,15,20,126
1574150,3801,79,83,173
1574154,3802,30,49,58
1574162,3803,3,4,7
1574163,3804,24,31,48
1574164,3805,24,32,50
1574167,3806,0,0,0
1574170,3807,2,3,5
1574173,3808,22,21,37
1590101,3809,4,2,15
1590102,3810,5,2,2
1590201,3811,2,1,2
1590202,3812,6,6,9
1590301,3813,1,2,14
1590302,3814,6,4,17
1590401,3815,4,3,12
1590402,3816,1,3,10
1610001,3817,20,15,15
1610002,3818,8,12,13
1610003,3819,0,0,2
1610004,3820,3,1,4
1610004,3821,0,0,0
1610005,3822,23,26,20
1610005,3823,12,11,9
1610006,3824,4,2,4
1610006,3825,1,0,0
1610006,3826,0,0,0
1610007,3827,8,8,2
1610007,3828,0,1,0
1610008,3829,2,4,12
1610009,3830,0,2,3
1610009,3831,2,3,3
1610009,3832,0,0,0
1610010,3833,0,0,1
1610011,3834,14,13,8
1610011,3835,9,12,7
1610011,3836,0,0,0
1610013,3837,6,6,4
1610015,3838,3,1,1
1630001,3839,45,183,74
1630002,3840,32,143,40
1630003,3841,15,125,29
1630004,3842,50,134,72
1630005,3843,19,11,22
1630006,3844,15,32,13
1630008,3845,35,166,60
1630009,3846,15,100,40
1630010,3847,35,56,29
1650002,3848,2,7,13
1650003,3849,5,3,4
1650004,3850,10,9,5
1650005,3851,0,0,0
1650006,3852,0,2,0
1650008,3853,4,7,7
1650009,3854,0,4,4
1670137,3855,12,23,50
1670142,3856,56,84,99
1670143,3857,23,32,27
1670144,3858,20,31,47
1670146,3859,35,56,63
1670148,3860,31,57,46
1670150,3861,19,33,56
1670151,3862,22,26,53
1670152,3863,5,14,51
1670159,3864,24,42,88
1670165,3865,7,12,41
1670166,3866,11,20,103
1670167,3867,15,24,73
1670168,3868,0,0,0
1670172,3869,4,11,10
1670173,3870,4,9,26
1670185,3871,15,19,63
1670191,3872,8,29,102
1670193,3873,16,19,65
1670196,3874,36,25,50
1670197,3875,3,10,13
1670202,3876,10,18,76
1670203,3877,11,12,27
1670204,3878,7,8,22
1670206,3879,39,62,212
1670211,3880,31,30,30
1670214,3881,91,116,210
1670215,3882,67,90,184
1670216,3883,34,62,61
1670218,3884,39,64,158
1670221,3885,13,18,60
1670223,3886,32,39,113
1670224,3887,41,62,138
1670225,3888,14,39,56
1670226,3889,25,34,53
1670227,3890,18,30,38
1670230,3891,56,50,83
1670245,3892,19,24,17
1670274,3893,3,10,27
1670275,3894,2,1,11
1670276,3895,12,24,99
1670277,3896,16,15,30
1670278,3897,29,23,43
1670333,3898,20,36,81
1670340,3899,19,23,14
1670341,3900,10,29,30
1670353,3901,15,40,130
1670354,3902,24,51,147
1670355,3903,19,42,70
1670356,3904,16,25,82
1670357,3905,19,24,108
1670363,3906,7,26,68
1670364,3907,15,26,73
1670370,3908,11,21,87
1670371,3909,23,23,70
1670384,3910,4,9,24
1670386,3911,8,18,44
1670387,3912,18,31,75
1670388,3913,19,50,87
1670389,3914,13,11,18
1670390,3915,19,35,98
1670392,3916,3,7,10
1670398,3917,7,9,2
1670399,3918,1,6,6
1670401,3919,4,8,25
1670412,3920,1,2,1
1670419,3921,37,32,54
1670420,3922,16,42,55
1670422,3923,7,16,28
1670428,3924,26,22,45
1670429,3925,11,29,39
1670431,3926,90,95,98
1670432,3927,42,42,76
1670434,3928,55,37,33
1670435,3929,15,21,43
1670436,3930,130,101,157
1670438,3931,98,81,148
1670439,3932,25,53,84
1670458,3933,4,8,15
1670460,3934,14,27,82
1670461,3935,10,25,91
1670462,3936,9,18,49
1670479,3937,3,4,12
1670480,3938,2,8,9
1670481,3939,0,1,7
1670482,3940,0,1,3
1670483,3941,29,45,76
1670492,3942,4,11,42
1670495,3943,6,13,27
1672301,3944,0,1,0
1672321,3945,0,0,0
1672323,3946,1,0,7
1674191,3947,0,0,0
1674322,3948,0,0,0
1674391,3949,1,0,1
1674801,3950,0,0,0
1690001,3951,1,1,10
1690002,3952,3,3,6
1690003,3953,2,3,5
1690004,3954,1,1,4
1690005,3955,0,0,0
1690006,3956,0,0,5
1710001,3957,6,10,67
1710002,3958,10,4,43
1710003,3959,4,4,32
1710004,3960,7,17,141
1710005,3961,3,7,12
1710006,3962,0,3,16
1710007,3963,6,5,48
1710008,3964,0,0,8
1710009,3965,0,0,4
1710010,3966,6,1,22
1710012,3967,5,8,59
1710013,3968,1,8,28
1710015,3969,3,5,44
1730001,3970,0,0,0
1730002,3971,0,0,0
1730003,3972,0,0,0
1730004,3973,0,0,3
1750011,3974,6,33,25
1750012,3975,0,0,3
1750021,3976,7,30,43
1750022,3977,1,0,12
1750031,3978,3,9,9
1750032,3979,1,4,2
1750041,3980,0,1,5
1750042,3981,1,0,9
1750043,3982,3,4,0
1770001,3983,10,11,37
1770002,3984,7,16,22
1770003,3985,9,12,20
1770005,3986,7,5,13
1770007,3987,1,1,3
1770008,3988,0,0,6
1770009,3989,8,7,11
1770010,3990,4,5,2
1770011,3991,1,0,0
1770012,3992,2,1,6
1770013,3993,4,2,3
1770014,3994,0,1,4
1770015,3995,3,0,2
177046,3996,3,12,13
1790001,3997,0,0,1
1790002,3998,3,2,5
1790003,3999,0,0,0
1790004,4000,2,0,6
1790005,4001,5,7,10
1790006,4002,11,4,12
1790007,4003,3,5,9
1810101,4004,10,24,36
1810102,4005,14,25,63
1810103,4006,20,31,43
1810104,4007,6,6,16
1810105,4008,5,7,9
1810106,4009,12,13,28
1810107,4010,5,5,21
1810108,4011,7,11,22
1810109,4012,9,13,58
1810201,4013,12,23,70
1810202,4014,22,31,73
1810203,4015,10,13,19
1810204,4016,0,0,1
1810205,4017,15,16,55
1810206,4018,10,18,36
1810207,4019,0,8,12
1810208,4020,4,8,21
1810209,4021,5,15,10
1810210,4022,9,7,13
1810301,4023,17,21,79
1810302,4024,13,26,78
1810303,4025,2,0,6
1810304,4026,26,39,68
1810305,4027,8,4,18
1810306,4028,20,13,41
1810307,4029,7,6,16
1810308,4030,3,4,8
1810309,4031,5,3,13
1810310,4032,2,1,3
1810401,4033,17,33,47
1810402,4034,15,24,56
1810403,4035,12,15,58
1810404,4036,19,24,77
1810405,4037,0,3,13
1810406,4038,21,6,34
1810407,4039,0,0,3
1810408,4040,4,8,13
1810409,4041,12,22,59
1810410,4042,12,16,61
1810411,4043,1,0,3
1810412,4044,7,12,32
1830001,4045,15,6,61
1830002,4046,28,16,87
1830003,4047,14,8,46
1830004,4048,22,19,51
1830005,4049,23,20,57
1830006,4050,11,10,17
1830007,4051,24,7,38
1830008,4052,27,20,91
1830009,4053,30,12,83
1830010,4054,37,20,52
1830011,4055,33,13,68
1830012,4056,15,11,51
1830013,4057,20,13,39
1830014,4058,27,13,48
1830015,4059,20,10,20
1830016,4060,22,15,37
1830017,4061,22,13,19
1830018,4062,203,108,158
1830019,4063,253,103,185
1830020,4064,114,55,96
1830021,4065,113,79,139
1850001,4066,12,6,24
1850002,4067,3,4,10
1850003,4068,17,27,27
1850004,4069,7,14,15
1850005,4070,11,22,18
1850006,4071,18,22,35
1850007,4072,13,9,17
1850008,4073,9,4,10
1850009,4074,4,1,4
1850010,4075,5,3,24
1850012,4076,11,9,20
1850014,4077,7,6,28
1850015,4078,5,8,26
1870102,4079,11,9,31
1870103,4080,0,11,16
1870104,4081,7,10,24
1870105,4082,12,32,36
1870106,4083,24,30,63
1870107,4084,4,6,22
1870109,4085,0,3,9
1870110,4086,1,4,15
1870112,4087,0,1,9
1870113,4088,3,8,24
1870114,4089,1,4,21
1870115,4090,0,0,1
1870116,4091,16,19,46
1870117,4092,4,8,36
1870119,4093,10,22,47
1870120,4094,3,16,25
1870123,4095,0,0,0
1870124,4096,0,0,0
1870125,4097,1,2,2
1870126,4098,0,0,2
1870127,4099,0,0,0
1870128,4100,9,15,70
1870129,4101,7,17,59
1870201,4102,2,11,10
1870202,4103,4,29,32
1870203,4104,1,10,5
1870204,4105,6,45,26
1870205,4106,4,7,18
1870206,4107,10,32,68
1870207,4108,9,23,25
1870208,4109,6,16,41
1870209,4110,3,14,7
1870210,4111,5,14,29
1870211,4112,2,0,13
1870212,4113,1,10,11
1870213,4114,2,18,33
1870214,4115,0,2,9
1870215,4116,5,7,19
1870216,4117,1,1,2
1870217,4118,0,2,1
1870218,4119,0,0,2
1870219,4120,0,1,0
1870220,4121,2,1,4
1870221,4122,0,2,0
1870222,4123,0,0,0
1870223,4124,3,2,13
1870224,4125,1,3,5
1870225,4126,0,2,2
1870226,4127,1,1,5
1870227,4128,1,2,17
1870228,4129,4,12,45
1870229,4130,1,3,3
1870230,4131,1,0,3
1870231,4132,0,2,5
1870232,4133,0,1,3
1870303,4134,12,20,44
1870304,4135,33,65,125
1870305,4136,37,69,114
1870306,4137,36,52,140
1870307,4138,41,72,124
1870308,4139,17,19,76
1870309,4140,20,33,59
1870310,4141,10,17,45
1870311,4142,21,38,71
1870401,4143,7,10,14
1870404,4144,25,48,81
1870405,4145,9,15,20
1870406,4146,3,10,22
1870407,4147,10,17,19
1870408,4148,5,13,34
1870409,4149,17,49,50
1870410,4150,0,0,2
1870412,4151,24,58,59
1870413,4152,5,10,12
1870414,4153,12,37,47
1870415,4154,29,58,93
1890101,4155,3,4,3
1890102,4156,1,2,0
1890103,4157,2,6,1
1890104,4158,3,3,3
1890105,4159,5,4,5
1890108,4160,0,0,1
1890110,4161,2,2,2
1890111,4162,1,2,4
1890112,4163,1,2,4
1890202,4164,1,4,3
1890203,4165,3,4,0
1890204,4166,2,5,4
1890205,4167,4,7,2
1890206,4168,1,0,0
1890213,4169,1,5,0
1890214,4170,3,11,7
1890215,4171,1,5,3
1890304,4172,6,3,10
1890305,4173,3,2,9
1890306,4174,2,1,0
1890307,4175,0,1,4
1890316,4176,3,10,5
1890317,4177,1,0,1
1890318,4178,3,3,8
1890406,4179,2,9,8
1890407,4180,7,3,15
1890408,4181,5,3,7
1890409,4182,0,6,11
1890419,4183,0,0,0
1890420,4184,0,0,3
1910101,4185,7,4,4
1910201,4186,0,0,0
1910202,4187,9,5,6
1910301,4188,0,0,0
1910302,4189,6,2,4
1910401,4190,5,2,3
1910402,4191,4,2,2
1930001,4192,8,7,19
1930004,4193,1,0,3
1930005,4194,1,0,2
1930007,4195,6,6,10
1930009,4196,2,0,4
1930012,4197,0,0,1
1930014,4198,2,2,2
1930015,4199,3,2,5
1930017,4200,1,0,1
1930022,4201,9,1,15
1930023,4202,18,3,25
1950001,4203,0,0,0
1950002,4204,0,0,0
1950003,4205,1,2,0
1950004,4206,0,0,0
1950005,4207,0,0,0
1950006,4208,2,2,1
1950007,4209,0,0,0
1950009,4210,0,0,0
1970001,4211,3,1,4
1970002,4212,4,4,7
1970003,4213,5,2,7
1970004,4214,8,4,10
1990001,4215,14,14,7
1990002,4216,12,9,35
1990003,4217,0,0,2
1990004,4218,2,0,1
1990005,4219,1,2,2
1990006,4220,18,6,28
1990007,4221,0,0,0
1990008,4222,3,2,6
1990009,4223,15,13,18
1990010,4224,18,16,9
1990011,4225,4,3,11
1990012,4226,11,3,9
1990013,4227,8,2,14
1990014,4228,2,1,2
1990015,4229,6,9,10
1990016,4230,5,5,9
1990017,4231,2,2,7
1990018,4232,13,7,38
1990019,4233,4,4,14
2010001,4234,5,17,165
2010002,4235,16,30,356
2010003,4236,14,17,443
2010004,4237,8,18,387
2010005,4238,12,10,304
2010006,4239,45,77,114
2010007,4240,68,24,19
2010008,4241,17,32,176
2010009,4242,11,51,124
2010010,4243,11,73,96
2010011,4244,12,79,79
2010012,4245,2,8,13
2010013,4246,20,20,66
2010014,4247,23,30,250
2010015,4248,16,22,508
2010016,4249,7,19,137
2010017,4250,23,30,93
2010018,4251,21,27,215
2010019,4252,11,30,137
2010020,4253,18,31,250
2010021,4254,22,31,105
2010022,4255,75,56,114
2010023,4256,2,7,6
2010024,4257,24,21,52
2010025,4258,37,15,28
2010026,4259,11,49,199
2010027,4260,20,100,342
2010028,4261,31,47,79
2010029,4262,11,46,47
2010030,4263,54,44,229
2010031,4264,151,55,73
2010032,4265,8,29,265
2010033,4266,8,32,538
2010034,4267,11,31,583
2010035,4268,1,1,32
2010036,4269,44,37,99
2010037,4270,8,24,474
2010038,4271,16,31,599
2010039,4272,11,37,623
2010040,4273,1,2,111
2010041,4274,10,22,35
2010042,4275,41,23,19
2010043,4276,8,16,93
2010044,4277,6,58,133
2010045,4278,55,39,44
2010045,4279,0,0,0
2010046,4280,23,70,130
2010047,4281,57,41,27
2010048,4282,32,17,33
2010049,4283,7,8,31
2010050,4284,50,75,119
2010051,4285,8,12,48
2010052,4286,16,29,211
2010053,4287,19,16,326
2010054,4288,9,29,214
2010055,4289,12,21,151
2010056,4290,5,14,99
2010057,4291,15,31,610
2010058,4292,14,24,226
2010059,4293,12,36,432
2010060,4294,17,42,567
2010061,4295,5,18,29
2010062,4296,5,89,64
2010063,4297,12,11,19
2010064,4298,11,93,79
2010065,4299,13,66,56
2010066,4300,4,31,8
2010067,4301,22,69,83
2010068,4302,174,97,113
2010069,4303,0,14,21
2010070,4304,17,30,373
2010071,4305,17,37,233
2010072,4306,13,93,97
2010073,4307,3,13,170
2010074,4308,27,33,206
2010075,4309,9,22,221
2010076,4310,25,31,54
2010077,4311,0,0,0
2010078,4312,0,42,78
2010079,4313,9,113,76
2010080,4314,106,101,109
2010081,4315,6,53,48
2010082,4316,21,30,76
2010083,4317,51,67,78
2010084,4318,7,13,23
2010085,4319,106,45,106
2010086,4320,20,39,283
2010087,4321,14,18,368
2010088,4322,9,17,51
2010089,4323,7,17,160
2010090,4324,11,16,120
2010091,4325,14,22,43
2010092,4326,10,25,176
2010093,4327,22,76,75
2010094,4328,6,15,17
2010095,4329,12,28,139
