CNTYVTD,VTDKEY,BinkleyR_24P_President,HaleyR_24P_President,StuckenbergR_24P_President,TrumpR_24P_President,ChristieR_24P_President,RamaswamyR_24P_President,HutchinsonR_24P_President,DeSantisR_24P_President,UncommittedR_24P_President
0292158,574,0,0,0,0,0,0,0,0,0
0292159,575,0,1,0,14,0,0,0,1,0
0292160,576,0,1,0,0,0,0,0,0,0
0292161,577,0,11,0,29,0,0,0,0,1
0292162,578,0,4,0,14,0,0,0,0,0
0292163,579,1,57,0,206,0,4,0,5,1
0292164,580,0,22,2,96,0,0,0,2,0
0292165,581,0,60,0,263,3,0,0,4,0
0292166,582,2,39,0,124,0,0,0,0,2
0292167,583,0,0,1,2,0,0,0,0,0
0292168,584,0,30,0,92,1,1,0,3,0
0292169,585,0,30,1,132,1,1,0,3,0
0292170,586,2,80,1,255,1,0,1,4,9
0292171,587,0,17,1,91,0,1,0,0,2
0292172,588,0,2,0,25,0,0,0,0,0
0292173,589,1,25,0,77,0,0,0,3,1
0292174,590,1,69,0,195,0,0,0,1,4
0292175,591,0,14,0,66,1,0,0,0,2
0292176,592,1,24,0,106,0,0,0,3,2
0292177,593,0,0,0,0,0,0,0,0,0
0292178,594,0,12,0,48,0,1,0,0,0
0292179,595,0,1,0,0,0,0,0,0,0
0292180,596,0,31,3,123,1,1,0,2,5
0292180,597,0,0,0,3,0,0,0,0,0
0292181,598,0,16,0,76,1,1,0,2,3
0292181,599,0,3,0,17,0,0,0,1,1
0292181,600,0,4,0,14,0,0,0,0,0
0292181,601,0,7,0,30,0,0,0,0,1
0292181,602,0,1,0,9,0,0,0,0,0
0292181,603,0,1,0,9,0,0,0,0,0
0292181,604,0,0,0,3,0,0,0,0,0
0292182,605,1,9,0,32,0,0,0,1,0
0292182,606,0,12,0,48,0,0,0,2,0
0292182,607,0,30,0,122,0,1,0,3,1
0293001,608,1,125,0,398,2,3,0,16,2
0293002,609,2,88,0,240,2,1,0,6,4
0293003,610,0,33,0,116,0,2,0,2,1
0293004,611,0,0,0,0,0,0,0,0,0
0293005,612,0,158,1,542,2,4,0,7,5
0293006,613,1,50,0,123,0,0,0,3,5
0293007,614,1,93,0,338,1,2,0,6,4
0293008,615,0,6,0,17,0,0,0,0,0
0293009,616,0,0,0,11,0,0,0,0,0
0293010,617,0,11,0,20,0,0,0,0,0
0293011,618,0,57,0,107,0,0,0,3,3
0293012,619,0,73,0,219,0,2,0,4,4
0293013,620,0,43,0,126,1,0,0,5,2
0293014,621,0,13,0,63,0,0,0,0,1
0293015,622,0,30,0,133,2,0,0,3,2
0293016,623,0,0,0,0,0,0,0,0,0
0293017,624,0,135,0,458,3,4,0,8,9
0293018,625,1,235,0,219,1,5,0,13,8
0293019,626,0,5,0,11,0,0,0,0,0
0293020,627,0,296,1,210,4,2,1,12,7
0293021,628,0,349,1,386,2,3,2,11,11
0293022,629,0,150,1,209,0,3,0,8,2
0293023,630,0,3,0,6,0,0,0,0,0
0293024,631,0,0,0,0,0,0,0,0,0
0293025,632,0,166,0,196,2,1,0,3,1
0293026,633,0,183,0,165,1,1,0,7,10
0293027,634,0,108,1,179,1,0,1,2,7
0293028,635,0,29,0,213,1,0,0,4,2
0293029,636,0,31,0,108,0,2,0,0,0
0293030,637,0,143,0,283,0,1,0,9,8
0293031,638,0,0,0,4,0,0,0,0,0
0293032,639,0,0,1,4,0,0,0,0,0
0293033,640,1,103,0,311,1,2,0,7,4
0293034,641,0,190,0,512,2,7,0,20,7
0293035,642,0,20,0,58,2,0,1,0,0
0293036,643,1,40,0,229,3,3,2,6,5
0293037,644,0,3,0,5,0,1,0,0,0
0293038,645,1,47,0,121,0,1,0,2,1
0293039,646,0,112,0,511,1,1,0,9,6
0293040,647,0,58,0,279,2,1,1,2,8
0293041,648,0,27,0,68,0,1,0,0,0
0293042,649,0,84,0,254,1,2,0,11,2
0293043,650,0,96,0,384,1,1,0,14,8
0293044,651,0,58,0,149,0,2,2,6,1
0293045,652,0,109,1,196,3,3,0,3,0
0293046,653,0,134,1,171,2,3,0,3,8
0293047,654,0,142,0,202,1,4,1,8,5
0293048,655,0,135,1,182,1,3,1,7,7
0293049,656,1,193,0,293,1,4,0,8,13
0293050,657,0,73,1,142,0,1,1,3,6
0293051,658,0,18,0,74,0,0,0,4,0
0293052,659,0,48,0,129,1,0,0,2,1
0293053,660,0,141,0,218,2,0,1,4,5
0293054,661,0,2,0,1,1,0,0,2,0
0293055,662,0,121,1,467,0,2,2,10,8
0293056,663,0,25,0,109,0,0,0,1,3
0293057,664,0,46,0,58,0,0,0,1,1
0293058,665,0,62,0,187,2,3,2,9,7
0293059,666,1,39,0,208,1,2,0,1,1
0293060,667,0,80,0,197,2,0,0,5,6
0293061,668,1,39,1,141,1,1,0,5,3
0293062,669,0,0,0,5,0,0,0,0,0
0293063,670,0,58,0,179,4,0,0,5,8
0293064,671,0,14,0,51,0,1,0,0,3
0293065,672,1,87,1,342,2,2,0,16,4
0293066,673,1,73,1,243,2,2,2,1,3
0293067,674,1,78,0,174,2,2,2,3,0
0293068,675,1,29,2,76,0,1,0,4,0
0293069,676,1,158,1,296,2,3,0,6,5
0293070,677,1,155,0,290,3,1,0,10,2
0293071,678,0,66,0,187,1,1,0,4,4
0293072,679,1,108,1,436,2,3,0,16,9
0293073,680,0,76,0,144,2,1,0,3,1
0293074,681,0,131,0,343,1,2,0,2,5
0293075,682,1,244,0,482,0,4,1,8,2
0293076,683,1,93,0,216,1,1,0,5,6
0293077,684,0,150,0,276,4,2,1,4,6
0293078,685,0,103,0,297,0,0,0,7,10
0293079,686,0,198,0,354,1,4,0,11,8
0293080,687,0,65,1,162,2,0,2,2,4
0293081,688,2,84,1,232,3,1,1,6,8
0293082,689,0,65,0,265,2,0,1,7,10
0293083,690,0,77,0,219,1,1,1,8,3
0293084,691,0,87,0,330,2,2,0,8,11
0293085,692,1,57,0,152,3,0,0,9,0
0293086,693,1,111,1,200,0,2,0,5,3
0293087,694,1,23,0,187,2,0,0,5,1
0293088,695,1,185,0,471,2,3,1,7,12
0293089,696,1,114,0,575,2,2,0,5,3
0293090,697,1,117,1,359,4,3,0,11,8
0293091,698,0,64,0,155,0,0,0,6,2
0293092,699,0,164,5,439,3,2,0,11,7
0293093,700,1,149,0,285,1,3,1,14,6
0293094,701,0,178,0,443,0,2,1,21,4
0293095,702,0,30,0,158,0,1,0,2,2
0293096,703,2,137,0,380,5,1,0,13,2
0293097,704,0,3,0,13,0,0,0,0,0
0293098,705,1,53,1,157,1,1,0,2,0
0293099,706,0,129,0,308,2,8,2,7,4
0293100,707,0,56,0,256,5,2,0,2,6
0293101,708,0,121,0,277,1,5,0,6,5
0293102,709,1,150,0,333,2,3,1,13,7
0293103,710,0,6,0,56,0,0,0,0,0
0293104,711,0,160,0,367,3,0,1,11,11
0293105,712,2,71,0,288,2,1,0,10,7
0293106,713,0,71,1,265,0,2,1,2,4
0293107,714,1,61,0,196,4,2,0,5,3
0293108,715,1,78,0,255,1,2,1,4,4
0293109,716,0,41,1,183,0,0,0,0,4
0293110,717,1,48,0,288,1,3,0,7,7
0293111,718,0,0,0,0,0,0,0,0,0
0293112,719,0,32,0,86,1,0,1,3,2
0293113,720,0,9,0,48,0,0,0,1,0
0293114,721,0,139,0,388,1,3,0,13,13
0293115,722,0,171,0,237,4,2,0,8,3
0293116,723,0,54,0,183,1,2,0,7,4
0293117,724,1,173,1,443,5,1,1,10,6
0293118,725,0,50,1,112,0,1,1,4,1
0293119,726,0,92,1,271,1,0,0,5,4
0293120,727,1,75,1,324,0,0,2,7,3
0293121,728,1,99,1,325,1,3,0,6,2
0293122,729,0,75,0,287,0,1,2,2,4
0293123,730,0,26,0,108,0,2,0,1,3
0293124,731,0,148,0,583,3,4,1,10,10
0293125,732,0,157,0,434,2,1,1,4,5
0293126,733,1,79,0,239,0,3,0,2,3
0293127,734,0,123,0,195,5,3,1,7,1
0293128,735,1,2,0,6,0,0,0,0,1
0293129,736,2,60,0,184,2,4,1,7,3
0293130,737,0,138,0,254,1,4,0,9,3
0293131,738,0,0,0,0,0,0,0,0,0
0293132,739,0,18,0,53,0,0,0,1,1
0293133,740,0,0,0,0,0,0,0,0,0
0293134,741,1,32,0,107,0,2,1,4,2
0293135,742,0,29,0,68,0,1,0,0,1
0293136,743,0,12,0,45,0,1,0,1,0
0293137,744,1,80,0,289,0,0,0,11,5
0293138,745,0,1,0,12,0,0,0,0,0
0293139,746,0,49,0,136,0,0,0,4,1
0293139,747,0,3,0,8,0,0,0,0,0
0293139,748,0,5,0,13,0,0,0,0,0
0293140,749,0,0,0,0,0,0,0,0,0
0293141,750,0,0,0,1,0,0,0,0,0
0293142,751,0,5,0,9,0,0,0,1,0
0293143,752,0,33,0,131,2,0,0,5,0
0293144,753,1,36,0,78,0,0,0,1,1
0293145,754,0,148,0,388,2,5,0,7,11
0293146,755,0,79,0,224,3,2,0,6,4
0293147,756,0,2,0,2,0,0,0,2,0
0293148,757,0,75,0,166,2,1,0,2,3
0293149,758,1,3,0,26,0,0,0,0,1
0293150,759,0,2,0,0,0,0,0,0,0
0293151,760,1,127,0,318,2,1,2,7,2
0293152,761,1,28,0,101,1,0,0,1,1
0293153,762,0,47,0,194,3,0,2,2,4
0293154,763,0,126,1,255,2,2,1,5,10
0293155,764,0,89,1,299,0,3,2,11,4
0293156,765,0,0,0,0,0,0,0,0,0
0293157,766,0,134,0,327,0,2,0,3,8
0293158,767,0,1,0,10,1,0,0,0,0
0293159,768,0,42,0,139,0,1,0,5,3
0293160,769,0,51,0,154,0,0,1,0,1
0293161,770,0,48,1,158,0,1,0,2,1
0293162,771,1,70,0,182,2,0,0,4,4
0293163,772,0,96,0,296,7,1,0,10,6
0293164,773,0,67,1,273,0,1,0,7,5
0293165,774,1,141,0,457,7,2,1,18,9
0293166,775,0,20,0,43,0,0,0,0,0
0293167,776,0,0,0,0,0,0,0,0,0
0293168,777,0,22,0,42,0,0,0,0,0
0293169,778,0,3,0,25,1,0,0,0,0
0293170,779,0,0,0,0,0,0,0,0,0
0293171,780,0,0,0,0,0,0,0,0,0
0293172,781,0,9,0,43,0,0,0,1,1
0293173,782,0,118,1,332,2,4,0,3,7
0293174,783,0,196,0,587,3,5,0,21,13
0293175,784,0,16,0,64,2,0,0,0,0
0293176,785,0,5,0,12,0,0,0,0,0
0293177,786,0,0,0,0,0,0,0,0,0
0293178,787,0,0,0,0,0,0,0,0,0
0293179,788,0,0,0,0,0,0,0,0,0
0293180,789,0,32,0,120,1,2,1,0,1
0293181,790,0,140,0,348,1,1,2,5,7
0293182,791,0,29,1,98,1,0,0,2,1
0293183,792,0,0,0,6,0,0,0,0,0
0293184,793,0,5,0,20,0,0,0,0,0
0293185,794,0,8,0,23,0,0,0,0,1
0293186,795,0,0,0,4,0,0,0,0,0
0293187,796,0,0,0,0,0,0,0,0,0
0293188,797,0,0,0,0,0,0,0,0,0
0293189,798,0,49,0,75,1,0,0,2,2
0293190,799,1,4,0,31,0,0,0,0,0
0293191,800,0,11,0,25,0,0,0,2,0
0293192,801,0,0,0,0,0,0,0,0,0
0293193,802,0,11,0,20,0,0,0,0,0
0293194,803,0,120,1,482,2,6,1,9,7
0293195,804,0,34,1,60,0,1,2,3,0
0293196,805,0,0,0,1,0,0,0,0,0
0293197,806,0,0,0,0,0,0,0,0,0
0293198,807,0,24,0,62,0,0,1,1,1
0293199,808,0,98,1,299,2,1,0,6,4
0293200,809,0,0,0,0,0,0,0,0,0
0293201,810,1,149,1,651,5,2,0,12,9
0293202,811,0,27,0,98,1,1,0,4,2
0293203,812,0,16,0,85,0,1,2,1,2
0293204,813,0,0,0,0,0,0,0,0,0
0293205,814,0,0,0,0,0,0,0,0,0
0294001,815,0,70,0,90,1,2,0,1,5
0294002,816,0,4,0,24,0,1,0,0,1
0294003,817,0,10,0,20,0,0,0,0,0
0294004,818,0,21,0,28,0,1,0,0,1
0294005,819,0,21,0,34,2,0,0,1,3
0294006,820,0,6,0,14,0,0,0,0,2
0294007,821,0,15,0,41,0,0,1,0,1
0294008,822,0,34,0,37,1,2,0,1,5
0294009,823,0,2,0,26,0,0,0,0,1
0294010,824,0,7,0,26,0,0,0,1,0
0294011,825,0,5,0,11,0,0,0,0,0
0294012,826,0,4,0,10,0,0,0,1,0
0294013,827,0,7,0,33,0,0,0,0,0
0294014,828,1,3,0,12,0,0,0,0,0
0294015,829,0,19,0,43,1,0,0,2,1
0294016,830,1,19,0,75,0,0,0,1,1
0294017,831,0,39,0,51,0,1,1,4,2
0294018,832,0,52,0,40,0,0,0,1,1
0294019,833,0,13,0,105,1,0,0,1,1
0294020,834,0,5,0,30,0,0,0,0,0
0294021,835,0,14,0,72,1,1,0,2,4
0294022,836,0,0,0,5,0,0,0,0,1
0294023,837,1,14,0,167,1,0,0,3,2
0294024,838,0,17,0,121,0,0,0,0,0
0294025,839,0,7,0,57,0,0,1,0,0
0294026,840,0,15,0,104,1,0,0,0,0
0294027,841,0,20,0,60,1,0,0,0,0
0294028,842,0,16,0,79,3,1,0,1,3
0294029,843,0,4,0,51,0,1,0,0,1
0294030,844,0,0,0,3,0,0,0,0,0
0294031,845,0,11,0,49,1,0,0,1,0
0294032,846,1,6,0,72,0,0,0,0,2
0294033,847,0,28,0,168,0,3,0,3,1
0294034,848,0,17,0,94,1,0,0,0,1
0294035,849,0,0,0,2,0,0,0,0,0
0294036,850,0,18,0,55,2,0,0,0,1
0294037,851,0,3,0,25,0,0,0,0,1
0294038,852,0,72,0,145,2,3,0,7,4
0294039,853,0,0,0,15,0,0,0,0,0
0294040,854,0,3,0,22,0,0,0,0,1
0294041,855,0,4,0,27,0,0,0,0,0
0294042,856,0,10,0,7,0,0,0,0,0
0294043,857,0,28,0,132,1,1,1,4,5
0294044,858,1,11,0,75,0,0,1,1,1
0294045,859,0,27,0,157,0,0,0,1,0
0294046,860,0,167,0,304,6,1,0,5,16
0294047,861,2,27,0,116,0,0,0,0,1
0294048,862,0,7,0,57,0,0,0,1,0
0294049,863,0,11,0,90,0,0,0,3,0
0294050,864,0,53,0,149,1,0,0,2,2
0294051,865,0,53,1,218,0,2,1,4,2
0294052,866,1,47,0,181,2,0,0,3,5
0294053,867,0,27,0,113,3,1,1,0,1
0294054,868,0,35,0,306,1,2,1,0,9
0294055,869,1,23,1,135,0,0,0,2,1
0294056,870,2,52,1,251,1,3,0,3,4
0294057,871,0,87,0,247,0,2,0,4,5
0294058,872,0,34,0,172,0,1,0,3,2
0294059,873,1,31,0,125,0,0,0,5,1
0294060,874,0,44,1,97,0,0,0,3,0
0294061,875,0,9,0,59,3,0,1,1,1
0294062,876,0,4,0,34,0,0,0,0,0
0294063,877,0,7,0,40,0,0,0,0,0
0294064,878,0,20,0,188,1,0,0,1,4
0294065,879,0,14,0,40,1,0,1,2,0
0294066,880,0,26,0,145,2,0,1,0,0
0294067,881,0,22,1,136,0,0,0,2,0
0294068,882,0,10,0,57,0,0,0,1,1
0294069,883,0,24,0,153,0,0,0,3,0
0294070,884,0,10,2,123,0,1,0,0,1
0294071,885,0,55,0,333,1,0,0,3,1
0294072,886,1,50,0,466,1,0,0,7,5
0294073,887,0,20,1,109,2,2,0,1,2
0294074,888,0,17,0,178,0,0,0,4,1
0294075,889,0,1,0,18,0,0,0,0,0
0294076,890,0,21,1,115,0,0,0,1,0
0294077,891,0,33,1,194,2,1,0,4,3
0294078,892,0,30,0,180,0,0,0,4,1
0294079,893,1,27,0,144,0,0,2,0,1
0294080,894,0,13,0,103,2,0,0,0,1
0294081,895,0,3,0,11,0,0,0,0,0
0294082,896,0,0,0,36,0,0,0,1,1
0294083,897,1,9,0,27,0,0,0,1,2
0294084,898,1,11,0,29,0,0,0,0,0
0294085,899,0,2,0,8,0,1,0,0,0
0294086,900,0,6,0,50,0,0,0,0,0
0294087,901,1,68,1,161,1,1,0,5,3
0294088,902,1,36,0,185,1,1,1,2,4
0294089,903,0,26,1,202,0,0,1,5,4
0294090,904,0,35,0,152,0,0,0,3,1
0294091,905,0,13,0,42,0,0,0,4,3
0294092,906,2,78,0,137,2,1,1,0,2
0294093,907,0,33,1,162,1,0,0,3,1
0294094,908,1,24,1,133,2,2,0,2,0
0294095,909,0,44,1,127,0,0,0,3,3
0294096,910,2,14,1,115,1,0,1,1,1
0294097,911,1,10,0,132,0,2,0,8,2
0294098,912,1,21,1,97,1,0,0,0,2
0294099,913,0,9,0,74,0,0,0,0,1
0294100,914,0,11,0,49,0,0,0,1,1
0294101,915,0,15,0,107,0,2,0,3,0
0294102,916,0,9,0,31,0,0,0,0,1
0294103,917,0,0,0,0,0,0,0,0,0
0294104,918,2,26,0,129,0,0,0,1,0
0294105,919,0,25,0,104,0,1,0,2,1
0294106,920,0,0,0,17,0,0,0,0,0
0294107,921,0,34,1,121,0,1,0,2,1
0294108,922,0,45,0,226,1,1,1,5,4
0294109,923,0,12,0,82,2,0,0,2,1
0294110,924,0,23,1,36,0,1,0,1,1
0294111,925,0,0,0,0,0,0,0,0,0
0294112,926,0,72,0,95,2,1,1,5,3
0294113,927,0,3,0,26,1,0,0,0,0
0294114,928,0,0,0,1,0,0,0,0,0
0294115,929,0,4,0,21,0,0,0,2,1
0294116,930,0,1,0,6,0,0,0,0,0
0294117,931,1,26,0,56,0,0,0,0,3
0294118,932,0,1,0,12,0,0,0,0,0
0294119,933,0,6,0,14,0,0,0,0,0
0294120,934,0,2,0,10,0,0,0,0,0
0294121,935,0,2,0,16,0,0,0,0,0
0294122,936,0,2,0,4,0,0,0,0,0
0294123,937,0,3,0,11,0,0,0,0,0
0294124,938,0,8,0,70,0,0,0,0,2
0294125,939,0,0,0,1,0,0,0,0,0
0294126,940,0,39,0,180,0,3,0,1,4
0294127,941,0,0,0,0,0,0,0,0,0
0294128,942,0,4,0,12,0,0,0,1,1
0294129,943,0,1,0,20,0,0,0,0,0
0294130,944,0,2,0,52,0,0,0,2,0
0294131,945,0,2,0,12,0,0,0,0,0
0294132,946,0,15,0,131,1,1,0,1,2
0294133,947,0,1,0,1,0,0,0,0,0
0294134,948,0,0,0,0,0,0,0,0,0
0294135,949,0,0,0,0,0,0,0,0,0
0294136,950,0,36,0,225,1,0,0,1,1
0294137,951,0,5,0,21,0,0,1,0,1
0294138,952,0,0,0,0,0,0,0,0,0
0294139,953,0,0,0,0,0,0,0,0,0
0294140,954,0,0,0,0,0,0,0,0,0
0294141,955,0,0,0,11,0,0,0,0,0
0294142,956,0,2,0,8,0,1,0,0,0
0294143,957,1,19,2,88,0,0,1,0,0
0294144,958,0,21,0,67,0,0,0,0,1
0294145,959,0,0,0,0,0,0,0,0,0
0294146,960,1,0,0,1,0,0,0,0,0
0294147,961,0,7,0,13,0,0,0,0,0
0294148,962,0,4,0,9,1,0,0,0,0
0294149,963,0,2,0,15,0,0,0,0,0
0294150,964,0,11,0,111,1,1,0,1,2
0294151,965,0,21,0,91,0,0,0,0,0
0294152,966,0,19,1,79,0,0,0,1,1
0294153,967,0,1,0,26,0,0,0,2,0
0294154,968,0,7,0,39,0,0,0,1,1
0294155,969,0,26,0,82,0,1,0,2,1
0294156,970,0,7,2,54,1,0,0,1,1
0294157,971,0,38,0,54,0,0,0,0,4
0294158,972,0,2,0,14,0,0,0,3,0
0294159,973,0,0,0,0,0,0,0,0,0
0294160,974,0,14,0,52,0,0,0,1,1
0294161,975,0,3,1,7,0,0,0,0,0
0294162,976,0,26,0,130,0,0,0,0,2
0294163,977,0,16,0,90,0,0,0,2,0
0294164,978,1,50,0,227,0,1,0,3,0
0294165,979,0,2,0,11,0,0,0,0,0
0294166,980,0,2,0,20,0,0,0,1,0
0294167,981,0,0,0,6,0,0,0,0,0
0294168,982,0,17,0,90,0,0,0,0,1
0294169,983,0,2,0,32,0,0,0,2,3
0294170,984,0,5,0,20,1,0,0,1,0
0294171,985,0,28,0,100,0,0,0,3,2
0294172,986,1,12,0,100,0,0,0,1,2
0294173,987,0,50,0,108,0,1,0,6,2
0294174,988,1,16,0,70,0,0,0,1,0
0294175,989,0,0,0,0,0,0,0,0,0
0294176,990,0,28,0,128,0,2,0,1,2
0294177,991,0,0,0,0,0,0,0,0,0
0294178,992,0,0,0,0,0,0,0,0,0
0294179,993,0,43,0,236,0,1,0,2,8
0294180,994,0,0,0,0,0,0,0,0,0
0294181,995,0,0,0,0,0,0,0,0,0
0294182,996,0,0,0,0,0,0,0,0,0
0294183,997,0,2,0,3,0,0,0,0,0
0294184,998,0,0,0,0,0,0,0,0,0
0294185,999,0,0,0,1,0,0,0,0,0
0294186,1000,0,4,0,3,0,0,0,0,0
0294187,1001,0,0,0,0,0,0,0,0,0
0294188,1002,0,0,0,0,0,0,0,0,0
0294189,1003,0,1,0,43,0,0,0,0,0
0294190,1004,0,0,0,0,0,0,0,0,0
0294191,1005,0,0,0,0,0,0,0,0,0
0294192,1006,0,0,0,0,0,0,0,0,0
0294193,1007,0,0,0,0,0,0,0,0,0
0294194,1008,0,5,0,33,0,0,0,0,1
0294195,1009,0,0,0,0,0,0,0,0,0
0294196,1010,0,0,0,0,0,0,0,0,0
0294197,1011,0,0,0,0,0,0,0,0,0
0294198,1012,0,3,0,70,0,0,0,0,0
0294199,1013,0,11,0,70,0,0,0,1,0
0294200,1014,1,22,0,142,0,0,0,0,4
0294201,1015,0,0,0,1,0,0,0,0,0
0294202,1016,0,0,0,0,0,0,0,0,0
0294203,1017,0,3,0,3,0,0,0,0,1
0294204,1018,0,0,0,0,0,0,0,0,0
0294205,1019,0,0,0,4,0,1,0,0,0
0294206,1020,0,4,0,25,0,0,0,0,0
0294207,1021,0,0,0,0,0,0,0,0,0
0294208,1022,0,0,0,0,0,0,0,0,0
0294209,1023,0,1,0,12,0,0,0,0,0
0294210,1024,0,0,0,1,0,0,0,0,0
0294211,1025,0,2,0,1,0,0,0,0,0
0294212,1026,0,0,0,0,0,0,0,0,0
0294213,1027,0,0,0,4,0,1,0,0,0
0294214,1028,0,11,0,147,0,1,0,3,0
0294215,1029,0,4,0,31,0,1,0,0,0
0294216,1030,0,1,0,48,0,0,0,0,1
0294217,1031,0,2,0,5,0,0,0,0,0
0294218,1032,0,0,0,0,0,0,0,0,0
0294219,1033,0,0,0,0,0,0,0,0,0
0294220,1034,0,0,0,0,0,0,0,0,0
0294221,1035,0,0,0,0,0,0,0,0,0
0294222,1036,0,30,0,40,0,3,0,2,1
0294223,1037,0,0,0,3,0,0,0,0,0
0294224,1038,0,0,0,0,0,0,0,0,0
0294225,1039,0,8,0,38,0,0,0,0,0
0294226,1040,0,4,0,26,0,0,0,1,0
0294227,1041,0,0,0,0,0,0,0,0,0
0294228,1042,0,14,0,23,0,0,0,1,2
0294229,1043,0,5,1,56,0,0,0,0,0
0294230,1044,0,5,0,43,0,0,0,0,1
0310102,1045,0,148,0,697,3,7,1,9,5
0310201,1046,1,116,0,666,1,2,0,8,15
0310302,1047,0,62,0,358,2,3,0,14,6
0310303,1048,0,56,1,258,4,2,0,9,5
0310401,1049,0,127,0,569,0,4,0,11,14
0330002,1050,0,7,0,56,0,0,0,2,1
0330003,1051,0,7,0,65,1,0,0,0,0
0330004,1052,0,1,0,42,0,0,0,0,0
033001,1053,0,2,0,27,0,0,0,0,0
033001,1054,0,1,0,14,0,0,0,0,0
0350001,1055,2,17,1,218,1,1,0,2,4
0350002,1056,2,28,0,192,1,0,0,2,6
0350003,1057,1,52,0,281,1,0,0,3,8
0350004,1058,0,21,0,164,0,0,0,1,2
0350005,1059,1,44,1,383,1,0,0,3,10
0350006,1060,2,34,1,344,0,0,0,4,11
0350007,1061,0,22,0,214,0,1,0,3,8
0350008,1062,0,103,0,568,2,5,0,8,17
0350009,1063,0,46,0,227,0,1,0,5,7
0350010,1064,0,37,0,298,0,2,0,4,11
0350011,1065,0,30,0,232,0,0,0,2,7
0370007,1066,0,84,1,556,0,5,6,13,14
0370009,1067,1,41,0,357,1,1,5,8,9
0370010,1068,0,93,0,446,1,0,7,6,10
0370011,1069,1,15,0,259,0,0,1,4,1
0370012,1070,0,74,2,637,4,9,6,7,17
0370013,1071,0,0,0,0,0,0,0,0,0
0370014,1072,0,30,0,309,0,0,3,5,6
0370015,1073,0,10,1,200,0,0,0,3,4
0370016,1074,0,22,0,302,0,0,2,3,2
0370017,1075,0,33,0,435,2,0,3,7,8
0370018,1076,0,59,1,539,1,1,5,9,14
0370019,1077,0,13,0,311,2,2,2,7,10
037001,1078,0,3,0,22,1,0,0,1,0
037001,1079,0,2,0,50,0,0,0,0,2
0370020,1080,0,10,0,89,0,0,1,1,3
0370021,1081,0,9,0,57,0,0,0,0,0
0370022,1082,0,1,0,60,0,0,0,1,0
0370024,1083,0,15,0,183,0,0,0,2,7
0370025,1084,0,36,0,308,0,0,1,7,6
0370027,1085,0,6,0,202,0,0,1,0,4
0370028,1086,0,15,0,208,0,0,0,4,6
0370029,1087,0,6,0,93,0,1,0,1,3
037002,1088,0,2,0,46,0,0,1,3,3
037002,1089,0,2,0,17,1,0,0,0,0
037002,1090,0,1,0,15,0,0,1,0,0
037002,1091,0,1,0,2,0,0,0,0,0
0370030,1092,0,49,0,499,1,3,8,5,8
037003,1093,1,32,0,172,2,1,6,4,6
037003,1094,0,11,0,72,3,0,2,2,3
037004,1095,0,10,0,63,1,0,2,1,2
037004,1096,0,41,0,187,1,2,1,5,5
037004,1097,0,15,0,73,0,1,2,1,2
037004,1098,0,3,0,5,0,0,0,0,0
037005,1099,0,1,0,23,1,0,0,0,0
037005,1100,0,0,0,0,0,0,0,0,0
037005,1101,0,215,0,917,1,4,18,22,29
037006,1102,0,137,0,396,4,2,2,11,13
037006,1103,0,117,0,438,0,5,9,8,11
037008,1104,0,6,0,58,0,0,0,0,2
037008,1105,0,39,0,653,1,3,3,5,11
037008,1106,0,8,0,253,0,1,1,4,4
037009,1107,0,8,0,69,1,0,2,2,2
037011,1108,0,74,3,423,0,1,6,9,15
037012,1109,0,0,0,27,0,0,0,0,1
037014,1110,0,21,0,162,3,1,1,6,6
037016,1111,0,1,0,19,0,0,0,1,0
037018,1112,0,2,0,21,0,0,0,0,0
037020,1113,0,4,0,40,0,0,0,2,1
037022,1114,0,6,0,57,0,0,0,1,1
0390001,1115,1,80,0,586,2,1,2,12,15
0390002,1116,1,75,1,769,1,4,4,8,16
0390003,1117,0,81,2,639,2,2,2,9,15
0390004,1118,1,67,1,646,4,3,0,3,11
0390005,1119,1,41,0,458,1,4,0,5,2
0390006,1120,0,20,0,367,0,0,0,6,6
0390007,1121,0,30,1,284,1,1,1,3,6
0390008,1122,0,17,0,131,1,0,0,0,9
0390009,1123,0,31,1,177,1,0,0,3,4
0390010,1124,0,15,0,188,0,0,0,1,3
0390011,1125,0,91,0,445,2,4,1,3,10
0390012,1126,0,75,0,374,3,1,1,9,12
0390013,1127,0,107,0,509,1,4,0,11,21
0390014,1128,1,82,1,928,1,3,1,15,14
0390015,1129,0,49,1,591,3,1,0,5,7
0390016,1130,1,30,1,234,0,2,0,0,3
0390017,1131,2,30,0,224,1,2,1,1,9
0390018,1132,1,150,0,747,3,3,1,16,30
0390019,1133,0,12,1,141,0,2,0,2,9
0390020,1134,0,30,0,294,4,0,1,3,9
0390021,1135,0,12,0,123,2,1,0,1,2
0390022,1136,2,209,3,811,5,13,0,27,31
0390023,1137,1,82,3,591,0,2,1,7,28
0390024,1138,0,26,0,316,0,2,0,2,7
0390025,1139,0,43,0,259,1,0,0,4,5
0390026,1140,0,76,0,399,1,7,1,3,12
0390027,1141,1,100,0,320,6,1,0,9,15
0390028,1142,0,102,1,467,4,0,0,8,11
0390029,1143,0,84,1,249,1,3,1,5,7
0390030,1144,1,182,0,632,3,8,1,17,24
0390031,1145,0,23,1,222,2,3,0,5,1
0390032,1146,0,40,0,599,2,3,0,7,5
