CNTYVTD,VTDKEY,CruzR_24P_U.S. Sen,GibsonR_24P_U.S. Sen,LopezR_24P_U.S. Sen
2150195,5769,127,4,4
2150196,5770,67,3,0
2150197,5771,16,1,2
2150198,5772,19,3,1
2150199,5773,191,10,12
2150200,5774,166,7,7
2150201,5775,83,1,4
2150202,5776,100,5,3
2150203,5777,213,18,22
2150204,5778,26,1,0
2150205,5779,8,0,0
2150206,5780,48,3,5
2150207,5781,163,5,14
2150208,5782,1,0,0
2150209,5783,23,4,4
2150210,5784,6,0,0
2150211,5785,27,4,2
2150212,5786,78,4,1
2150213,5787,4,0,0
2150214,5788,59,3,5
2150215,5789,51,3,4
2150216,5790,54,3,3
2150217,5791,1,0,0
2150218,5792,22,3,3
2150219,5793,40,3,1
2150220,5794,15,2,4
2150221,5795,55,2,6
2150222,5796,0,1,0
2150223,5797,37,2,0
2150224,5798,20,0,0
2150225,5799,8,0,1
2150226,5800,24,4,1
2150227,5801,49,5,5
2150228,5802,16,1,2
2150229,5803,23,0,2
2150230,5804,86,3,5
2150231,5805,17,0,1
2150232,5806,35,1,1
2150233,5807,0,0,0
2150234,5808,44,3,5
2150235,5809,26,1,1
2150236,5810,36,4,4
2150237,5811,17,1,0
2150238,5812,13,0,0
2150239,5813,119,7,5
2150240,5814,36,1,1
2150241,5815,9,1,0
2150242,5816,3,1,0
2150243,5817,10,0,0
2150244,5818,49,1,1
2150245,5819,3,0,0
2150246,5820,0,0,0
2150247,5821,13,1,0
2150248,5822,1,0,0
2150249,5823,13,0,2
2150250,5824,2,0,1
2150251,5825,0,0,0
2150252,5826,3,1,0
2150253,5827,11,0,0
2150254,5828,48,3,5
2150255,5829,15,0,0
2150256,5830,17,2,1
2150257,5831,4,1,1
2150258,5832,0,0,0
2150259,5833,17,2,1
2170001,5834,329,31,28
2170002,5835,485,24,20
2170003,5836,119,18,21
2170004,5837,604,34,26
2170005,5838,375,22,17
2170006,5839,316,18,20
2170007,5840,268,19,6
2170008,5841,636,44,26
2170009,5842,315,16,13
2170010,5843,417,27,24
2170011,5844,179,12,8
2170012,5845,335,18,13
2170013,5846,659,50,23
2190011,5847,117,9,6
2190014,5848,308,18,6
2190015,5849,116,6,6
2190016,5850,653,40,29
2190021,5851,378,20,18
2190024,5852,196,11,3
2190032,5853,322,23,16
2190033,5854,6,0,0
2190035,5855,23,4,4
2190036,5856,73,4,3
2190043,5857,121,8,2
2190044,5858,154,3,2
2190045,5859,324,31,22
2190046,5860,132,7,3
2210101,5861,526,42,29
2210103,5862,718,47,22
2210105,5863,657,32,18
2210107,5864,283,28,1
2210112,5865,341,27,12
2210202,5866,752,84,24
2210211,5867,546,43,25
2210216,5868,1162,95,76
2210218,5869,1002,70,41
2210310,5870,769,82,52
2210313,5871,1069,107,44
2210314,5872,1030,81,61
2210317,5873,734,45,25
2210404,5874,392,27,27
2210408,5875,817,72,33
2210409,5876,1197,70,39
2210415,5877,84,2,0
2230001,5878,556,36,31
2230002,5879,513,33,16
2230003,5880,353,18,18
2230004,5881,374,19,10
2230005,5882,178,9,1
2230008,5883,79,3,3
2230011,5884,186,12,7
2230012,5885,111,5,0
2230013,5886,167,17,4
2230014,5887,233,12,2
2230016,5888,399,20,7
2230017,5889,301,11,8
223001,5890,149,20,5
2230020,5891,163,12,1
2230023,5892,88,4,1
2230024,5893,235,13,5
2230025,5894,119,7,3
223002,5895,182,15,5
2230036,5896,328,8,10
223003,5897,396,36,11
223004,5898,363,27,18
2250001,5899,232,16,12
2250002,5900,404,14,11
2250003,5901,162,8,5
2250004,5902,475,23,10
2250005,5903,471,13,6
2250006,5904,301,8,1
2250007,5905,271,9,2
2250008,5906,155,3,1
2250009,5907,151,3,2
2250010,5908,81,6,3
2250011,5909,49,0,0
2250012,5910,59,3,1
2250014,5911,102,7,0
2250015,5912,87,2,1
2250016,5913,113,0,0
2250017,5914,106,5,3
2250018,5915,36,0,3
2250019,5916,208,8,5
2250020,5917,104,1,0
2250021,5918,130,6,4
2250022,5919,84,4,0
2270011,5920,113,6,6
2270012,5921,37,2,3
2270013,5922,26,4,5
2270014,5923,9,0,1
2270016,5924,10,2,1
2270024,5925,97,6,5
2270025,5926,267,16,10
2270026,5927,70,0,0
2270031,5928,24,2,2
2270032,5929,29,0,0
2270033,5930,226,21,18
2270034,5931,222,11,13
2270035,5932,70,5,5
2270037,5933,0,0,0
2270041,5934,0,0,0
2270042,5935,110,6,2
2270045,5936,81,6,3
2270046,5937,186,12,9
2270103,5938,14,0,1
2270104,5939,4,0,0
2270105,5940,0,0,0
227012,5941,7,0,0
2270205,5942,277,17,14
2270207,5943,254,20,12
2270208,5944,0,0,0
2270209,5945,0,0,0
2270304,5946,95,3,5
227031,5947,0,0,0
227034,5948,1,0,0
2270404,5949,93,7,8
2270405,5950,38,3,2
2270408,5951,4,0,0
2270409,5952,113,4,0
227207,5953,165,8,5
227208,5954,38,2,1
2290001,5955,154,13,26
2290002,5956,52,7,14
2290004,5957,90,7,11
229001,5958,48,4,5
229003,5959,63,5,2
229003,5960,36,9,18
229004,5961,31,4,0
22904,5962,12,1,0
2310101,5963,330,19,9
2310102,5964,137,7,5
2310103,5965,226,13,4
2310104,5966,304,18,10
2310105,5967,116,10,3
2310106,5968,234,18,4
2310107,5969,621,54,43
2310108,5970,234,20,16
2310109,5971,330,22,3
2310110,5972,132,5,2
2310111,5973,124,14,7
2310212,5974,134,6,3
2310213,5975,270,12,9
2310216,5976,578,35,6
2310217,5977,440,19,18
2310318,5978,216,14,3
2310319,5979,532,41,8
2310320,5980,410,20,11
2310321,5981,330,26,10
2310322,5982,196,10,9
2310323,5983,784,58,35
2310324,5984,776,73,54
2310325,5985,831,82,40
2310426,5986,107,5,4
2310427,5987,289,35,19
2310428,5988,299,18,27
2310429,5989,106,11,3
2310430,5990,102,11,3
2310431,5991,97,15,2
2310432,5992,350,24,7
2310433,5993,112,15,18
2310434,5994,430,38,12
231214,5995,564,47,13
231214,5996,173,10,4
231215,5997,946,51,28
231215,5998,496,28,11
2330011,5999,415,21,10
2330014,6000,501,22,12
2330021,6001,767,24,9
2330023,6002,104,2,2
2330031,6003,464,26,9
2330033,6004,253,12,6
2330041,6005,24,3,0
2330042,6006,291,9,5
2350100,6007,104,1,5
2350200,6008,95,4,3
2350300,6009,50,2,0
2350400,6010,123,3,7
2370001,6011,441,16,12
2370002,6012,365,13,5
2370003,6013,74,2,0
2370004,6014,348,21,4
2370005,6015,270,13,3
2370006,6016,459,22,5
2390001,6017,457,28,14
2390002,6018,548,34,7
2390003,6019,617,28,15
2390004,6020,92,9,1
2390005,6021,180,7,0
2390006,6022,130,10,5
2390007,6023,55,2,1
2390008,6024,139,7,3
2390009,6025,252,13,2
2410001,6026,15,2,0
2410002,6027,313,15,2
2410003,6028,373,15,10
2410004,6029,340,13,12
2410005,6030,61,4,1
2410006,6031,257,8,11
2410007,6032,152,12,8
2410008,6033,200,20,6
2410009,6034,675,30,11
2410010,6035,707,42,8
2410011,6036,200,9,4
2410012,6037,250,13,7
2410013,6038,191,13,6
2410014,6039,805,53,26
2410015,6040,864,48,12
2410016,6041,102,10,0
2410017,6042,565,20,4
2410019,6043,733,26,12
2410020,6044,191,25,15
2410021,6045,309,45,14
2430001,6046,104,20,22
2430002,6047,91,11,19
2430003,6048,131,22,21
2430004,6049,42,5,5
2430005,6050,75,7,11
2450001,6051,12,1,4
2450002,6052,33,3,0
2450003,6053,7,2,3
2450004,6054,305,15,36
2450005,6055,162,6,8
2450006,6056,73,1,7
2450007,6057,122,6,20
2450008,6058,5,1,1
2450009,6059,799,22,19
2450010,6060,11,0,1
2450011,6061,9,0,0
2450012,6062,5,1,2
2450013,6063,1,3,1
2450014,6064,7,2,4
2450015,6065,15,0,0
2450016,6066,5,0,0
2450017,6067,222,7,14
2450018,6068,4,1,0
2450019,6069,12,1,1
2450020,6070,13,2,0
2450021,6071,30,0,0
2450022,6072,214,8,10
2450023,6073,123,6,6
2450024,6074,127,3,3
2450025,6075,628,14,18
2450026,6076,415,15,24
2450027,6077,125,2,11
2450028,6078,86,2,1
2450029,6079,462,13,10
2450030,6080,312,4,3
2450031,6081,348,7,9
2450032,6082,34,1,2
2450033,6083,325,7,10
2450034,6084,10,0,1
2450035,6085,200,1,3
2450036,6086,280,1,18
2450037,6087,411,16,9
2450038,6088,442,12,13
2450039,6089,6,1,0
2450040,6090,518,7,18
2450041,6091,25,2,0
2450042,6092,431,9,10
2450043,6093,347,5,11
2450044,6094,67,1,3
2450045,6095,63,1,5
2450046,6096,35,3,5
2450047,6097,50,2,6
2450048,6098,17,0,0
2450049,6099,10,1,4
2450050,6100,50,5,3
2450051,6101,1,0,0
2450052,6102,0,0,0
2450053,6103,13,0,1
2450054,6104,2,0,1
2450055,6105,2,1,0
2450056,6106,727,17,27
2450057,6107,3,0,1
2450058,6108,119,4,2
2450059,6109,2,0,1
2450060,6110,471,6,15
2450061,6111,141,2,6
2450062,6112,530,26,45
2450063,6113,8,0,1
2450064,6114,31,1,0
2450065,6115,520,21,41
2450066,6116,284,9,16
2450067,6117,35,1,0
2450068,6118,360,12,27
2450069,6119,569,12,26
2450070,6120,125,3,5
2450071,6121,39,0,0
2450072,6122,325,13,14
2450073,6123,544,13,41
2450074,6124,613,7,16
2450075,6125,10,1,0
2450076,6126,21,1,3
2450077,6127,8,2,1
2450078,6128,138,7,6
2450079,6129,377,16,19
2450080,6130,65,4,2
2450081,6131,1,1,0
2450082,6132,138,1,7
2450083,6133,262,8,9
2450084,6134,3,0,0
2450085,6135,52,0,1
2450086,6136,186,9,9
2450087,6137,24,0,0
2450088,6138,45,3,2
2450089,6139,16,0,0
2450090,6140,5,0,0
2450091,6141,218,4,7
2450092,6142,205,8,5
2450093,6143,10,0,1
2450094,6144,487,37,43
2450095,6145,70,1,1
2450096,6146,8,2,0
2450097,6147,4,0,1
2450098,6148,70,1,4
2450099,6149,25,0,0
2450100,6150,625,20,43
2450101,6151,7,0,0
2450102,6152,1,0,0
2450103,6153,68,1,1
2450104,6154,25,0,4
2470001,6155,6,1,2
2470002,6156,14,0,2
2470003,6157,12,0,1
2470004,6158,11,1,2
2470005,6159,0,0,0
2490001,6160,21,1,1
2490002,6161,71,2,1
2490003,6162,302,10,26
2490004,6163,62,2,4
2490005,6164,8,0,2
2490006,6165,47,0,2
2490007,6166,216,7,13
2490008,6167,543,12,34
2490009,6168,27,2,3
2490010,6169,58,2,7
2490011,6170,32,4,4
2490012,6171,84,0,7
2490013,6172,11,0,1
2490014,6173,28,0,2
2490015,6174,71,6,11
2490016,6175,22,0,5
2490017,6176,75,3,0
2490018,6177,26,2,3
2490019,6178,49,2,2
2490020,6179,16,1,1
2490022,6180,58,2,5
2510001,6181,52,1,1
2510002,6182,796,41,42
2510003,6183,360,15,18
2510004,6184,472,31,19
2510005,6185,482,27,25
2510006,6186,169,8,7
2510007,6187,526,31,26
2510008,6188,315,18,13
2510009,6189,296,17,10
2510010,6190,394,25,20
2510011,6191,896,52,42
2510012,6192,648,31,33
2510012,6193,224,9,9
2510013,6194,551,28,15
2510014,6195,80,6,5
2510015,6196,496,33,31
2510016,6197,107,10,7
2510017,6198,476,38,30
2510018,6199,775,63,38
2510019,6200,996,75,59
2510020,6201,118,5,6
2510021,6202,428,32,16
2510022,6203,512,35,30
2510023,6204,619,39,16
2510024,6205,482,36,26
2510025,6206,219,14,4
2510026,6207,400,14,11
2510027,6208,598,36,29
2510028,6209,446,31,21
2510029,6210,253,9,12
2510030,6211,736,41,31
2510031,6212,284,21,9
2510032,6213,569,26,22
2510033,6214,545,29,23
2510034,6215,366,13,11
2510035,6216,521,29,26
2510036,6217,161,7,3
2510037,6218,614,56,46
2510038,6219,144,7,4
2510039,6220,484,26,30
2510040,6221,411,29,24
2510041,6222,851,49,43
2510042,6223,373,21,11
2510043,6224,611,47,47
2530001,6225,434,23,20
2530002,6226,560,53,27
2530003,6227,822,39,22
2530004,6228,717,42,21
2550001,6229,450,58,72
2550002,6230,71,5,2
2550003,6231,81,5,0
2550004,6232,266,34,18
2550005,6233,183,18,19
2550006,6234,121,4,0
2550007,6235,228,11,4
2550008,6236,78,8,4
2550009,6237,71,1,2
2550010,6238,114,6,4
2550011,6239,247,23,8
2550012,6240,168,15,10
2550013,6241,30,0,1
2550014,6242,123,24,24
2550015,6243,27,3,3
2570001,6244,417,28,47
2570002,6245,375,11,21
2570003,6246,517,34,38
2570004,6247,442,14,19
2570005,6248,94,4,9
2570006,6249,560,21,20
2570007,6250,561,37,44
2570008,6251,264,10,23
2570009,6252,416,22,16
2570010,6253,653,27,34
2570011,6254,289,14,19
2570012,6255,468,19,23
2570013,6256,365,19,30
2570014,6257,307,17,28
2570015,6258,678,18,22
2570016,6259,800,35,29
2570017,6260,446,27,23
2570018,6261,432,30,30
2570019,6262,449,36,51
2570020,6263,282,9,8
2570021,6264,608,32,18
2570022,6265,387,21,20
2570023,6266,331,16,15
2570024,6267,291,11,16
2570025,6268,130,8,7
2570026,6269,60,4,6
2570027,6270,589,39,45
2570028,6271,394,24,27
2570029,6272,257,20,26
2570030,6273,337,17,12
2570031,6274,145,7,14
2570032,6275,358,20,21
2570033,6276,21,0,2
2570034,6277,533,32,28
2570035,6278,230,9,27
2570036,6279,350,28,25
2570037,6280,126,8,17
2591010,6281,497,27,26
2591030,6282,79,5,2
2591050,6283,712,31,30
2591110,6284,683,38,41
2592020,6285,801,26,36
2592060,6286,442,21,22
2592080,6287,532,32,23
2592120,6288,830,25,39
2593010,6289,460,28,30
2593030,6290,759,21,36
2593040,6291,369,22,11
2593050,6292,590,26,42
2593060,6293,250,4,10
2594050,6294,639,44,30
2594070,6295,506,30,21
2594090,6296,284,13,22
2594100,6297,816,42,36
2610001,6298,10,1,0
2610002,6299,2,0,0
2610003,6300,2,1,0
2610004,6301,7,0,0
2610005,6302,2,1,0
2610006,6303,0,0,0
2630101,6304,67,5,3
2630201,6305,16,1,0
2630202,6306,39,0,0
2630301,6307,37,1,0
2630302,6308,15,0,0
2630401,6309,40,1,1
2650101,6310,1006,33,37
2650107,6311,352,10,14
2650109,6312,567,34,17
2650113,6313,358,29,35
2650118,6314,115,7,7
2650119,6315,473,44,39
2650202,6316,589,26,14
2650211,6317,195,8,9
2650215,6318,809,35,40
2650220,6319,1044,58,64
2650303,6320,564,14,28
2650308,6321,216,11,11
2650312,6322,699,35,41
2650314,6323,342,21,13
2650404,6324,350,9,7
2650405,6325,541,21,35
2650406,6326,905,36,33
2650410,6327,107,8,3
2650416,6328,547,14,26
2650417,6329,570,39,41
2670001,6330,285,26,13
2670002,6331,132,8,5
2670003,6332,128,6,6
2670004,6333,150,11,7
2670006,6334,149,4,3
2670007,6335,158,5,5
2670009,6336,207,10,6
2690001,6337,32,0,0
2690002,6338,6,1,0
2690003,6339,26,1,0
2690004,6340,19,3,0
2710001,6341,140,13,12
2710002,6342,107,13,20
2710003,6343,82,5,20
2710004,6344,189,16,15
2730011,6345,80,10,14
2730012,6346,232,22,40
2730013,6347,86,3,11
2730014,6348,153,15,30
2730021,6349,190,15,30
2730022,6350,84,4,9
2730023,6351,51,4,9
2730024,6352,126,9,18
2730031,6353,210,15,30
2730032,6354,72,4,9
2730033,6355,55,4,11
2730034,6356,123,4,16
2730035,6357,140,13,24
2730041,6358,152,7,18
2730042,6359,129,10,23
2730043,6360,183,7,16
2730044,6361,74,2,10
2750101,6362,211,14,11
2750201,6363,73,1,0
2750202,6364,56,0,2
2750301,6365,86,7,6
2750302,6366,13,1,0
2750401,6367,84,2,5
277001,6368,107,5,8
277001,6369,232,13,11
277001,6370,422,19,12
277001,6371,240,7,6
277001,6372,147,6,2
277002,6373,198,13,11
277002,6374,207,12,10
277002,6375,64,4,0
277002,6376,162,4,8
277003,6377,257,11,8
277003,6378,453,12,11
277003,6379,192,8,8
277003,6380,185,8,6
277003,6381,403,26,13
277004,6382,481,22,15
277004,6383,487,10,12
277004,6384,359,15,15
277004,6385,421,19,22
277004,6386,410,21,22
277004,6387,49,3,2
27713,6388,927,61,50
27715,6389,100,9,9
27721,6390,49,1,12
27723,6391,273,20,46
27737,6392,353,34,53
27733,6393,148,6,9
27746,6394,359,28,25
2790001,6395,127,4,2
2790002,6396,58,1,3
2790003,6397,146,6,3
2790004,6398,19,1,0
2790005,6399,74,4,1
2790006,6400,54,4,3
2790008,6401,373,13,8
2790009,6402,160,5,7
2790010,6403,88,2,0
2790011,6404,163,8,3
2790012,6405,42,1,0
2810001,6406,710,40,39
2810002,6407,891,40,61
2810003,6408,433,23,22
2810004,6409,431,16,22
2810005,6410,147,3,3
2810006,6411,304,9,4
2810007,6412,237,10,11
2810008,6413,118,4,3
2810009,6414,450,25,15
2810010,6415,105,4,5
2830001,6416,42,2,2
2830002,6417,28,1,0
2830003,6418,24,2,1
2830004,6419,19,1,0
2830005,6420,16,2,0
2830006,6421,17,1,1
2850101,6422,550,16,9
2850102,6423,571,26,17
2850119,6424,306,14,8
2850208,6425,307,23,15
2850223,6426,426,18,15
2850231,6427,609,20,14
2850309,6428,419,22,6
2850311,6429,252,11,4
2850329,6430,467,23,13
2850416,6431,288,11,3
2850430,6432,496,27,19
2870101,6433,359,16,11
2870102,6434,51,4,0
2870103,6435,82,2,4
2870201,6436,216,12,5
2870202,6437,502,28,15
2870203,6438,128,5,3
2870301,6439,47,1,0
2870302,6440,274,18,9
2870303,6441,309,7,10
2870304,6442,90,3,2
2870401,6443,177,11,8
2870402,6444,26,1,0
2870403,6445,91,4,4
2870404,6446,163,9,6
2870405,6447,269,14,4
2890001,6448,608,26,23
2890002,6449,152,13,5
2890003,6450,225,8,6
2890004,6451,188,7,2
2890005,6452,181,11,1
2890006,6453,314,15,9
2890007,6454,184,7,4
2890008,6455,266,13,4
2890009,6456,101,6,1
2890010,6457,257,11,2
2890011,6458,190,12,5
2890012,6459,150,7,8
2890013,6460,275,14,4
2890014,6461,89,7,7
2910002,6462,363,13,0
2910003,6463,830,45,8
2910004,6464,217,7,4
2910006,6465,299,14,4
2910007,6466,325,27,18
2910009,6467,853,59,18
2910011,6468,144,14,2
2910013,6469,183,12,4
2910018,6470,99,12,12
291001,6471,187,8,8
2910020,6472,447,29,22
2910021,6473,860,31,12
2910022,6474,427,25,15
2910023,6475,90,10,4
2910024,6476,547,21,2
2910025,6477,296,20,5
2910026,6478,379,27,6
2910030,6479,351,25,11
2910031,6480,264,12,6
291008,6481,759,41,12
291010,6482,740,43,21
291019,6483,904,55,38
2930101,6484,401,24,8
2930102,6485,226,4,3
2930103,6486,225,8,5
2930104,6487,279,20,5
2930201,6488,86,3,2
2930202,6489,35,0,2
2930203,6490,11,0,0
2930204,6491,110,6,4
2930205,6492,84,2,1
2930206,6493,119,3,6
2930301,6494,273,5,8
2930302,6495,118,3,2
2930303,6496,48,1,0
2930304,6497,178,10,3
2930305,6498,99,8,2
2930401,6499,137,6,7
2930402,6500,111,4,3
2930403,6501,94,3,0
2930404,6502,122,4,5
2930405,6503,100,1,2
2930406,6504,73,4,3
2950106,6505,73,3,0
2950202,6506,59,1,2
2950207,6507,117,6,5
2950207,6508,2,0,0
2950303,6509,184,12,5
2950308,6510,62,1,3
2950404,6511,101,3,1
2950409,6512,34,2,3
2970001,6513,132,6,3
2970002,6514,250,13,7
2970003,6515,157,9,14
2970004,6516,257,16,15
2970005,6517,128,8,4
2970006,6518,92,7,1
2970007,6519,14,1,0
2970008,6520,45,3,0
2970009,6521,224,24,21
2970010,6522,104,5,2
2970011,6523,36,1,1
2970012,6524,45,1,1
2970013,6525,198,7,4
2970014,6526,344,26,14
2990101,6527,123,5,5
2990102,6528,234,20,23
2990108,6529,363,22,33
2990109,6530,1328,70,61
2990203,6531,753,38,33
2990204,6532,314,14,13
2990205,6533,282,11,9
2990307,6534,770,39,41
2990410,6535,1510,100,104
3010001,6536,25,1,1
3010002,6537,14,1,1
3010003,6538,19,3,2
3010004,6539,13,2,2
3030001,6540,155,7,18
3030002,6541,211,14,12
3030003,6542,57,4,5
3030004,6543,25,3,6
3030005,6544,43,1,17
3030006,6545,14,1,1
3030007,6546,490,23,37
3030008,6547,31,3,2
3030009,6548,402,46,33
3030010,6549,37,6,4
3030011,6550,10,0,0
3030012,6551,308,19,21
3030013,6552,68,8,4
3030014,6553,106,13,9
3030015,6554,228,29,39
3030017,6555,146,7,18
3030019,6556,32,2,3
3030020,6557,6,1,7
3030021,6558,142,8,10
3030022,6559,327,21,18
3030023,6560,176,18,20
3030024,6561,109,5,19
3030025,6562,34,2,8
3030026,6563,91,6,10
3030027,6564,209,7,19
3030028,6565,317,16,27
3030029,6566,179,10,15
3030030,6567,264,18,19
3030031,6568,294,16,10
3030032,6569,314,17,15
3030033,6570,752,28,18
3030034,6571,111,2,5
3030035,6572,207,13,14
3030036,6573,352,27,7
3030037,6574,185,13,5
3030038,6575,116,8,2
3030039,6576,423,13,15
3030040,6577,10,0,3
3030041,6578,541,28,17
3030043,6579,150,7,4
3030044,6580,228,14,11
3030045,6581,90,1,2
3030046,6582,638,30,21
3030047,6583,305,20,28
3030049,6584,13,1,2
3030050,6585,26,1,1
3030051,6586,15,0,0
3030052,6587,411,19,18
3030053,6588,229,17,11
3030054,6589,784,59,49
3030056,6590,154,9,6
3030057,6591,298,20,25
3030058,6592,207,13,8
3030059,6593,247,13,17
3030060,6594,269,18,11
3030062,6595,421,25,21
3030063,6596,14,1,0
3030065,6597,127,10,9
3030066,6598,658,39,27
3030067,6599,239,9,21
3030072,6600,300,26,21
3030075,6601,304,8,14
3030076,6602,305,17,18
3030078,6603,847,59,48
3030092,6604,59,2,1
3030102,6605,125,7,4
3030103,6606,95,3,6
3030104,6607,219,12,13
3030108,6608,107,5,11
3030109,6609,852,50,34
3030110,6610,1149,81,58
3030111,6611,474,30,27
3030112,6612,222,11,16
3030113,6613,214,19,14
3030114,6614,40,1,4
3030118,6615,219,12,15
3030119,6616,280,13,16
3030120,6617,683,26,14
3030121,6618,724,27,28
3030122,6619,230,23,12
3030123,6620,341,22,18
3030124,6621,402,22,27
3030125,6622,454,19,35
3030126,6623,179,11,14
3030127,6624,458,24,25
3030128,6625,463,30,14
3030129,6626,618,38,34
3030135,6627,125,5,6
3030138,6628,106,2,2
3030139,6629,377,30,27
3030140,6630,497,25,24
3030141,6631,378,27,22
3030142,6632,15,0,1
3030151,6633,197,8,3
3030152,6634,136,14,15
3030153,6635,20,0,2
3030154,6636,553,36,30
3030155,6637,598,27,15
3030178,6638,68,3,1
3050001,6639,176,5,3
3050002,6640,92,1,0
3050003,6641,122,1,2
3050004,6642,229,13,15
3050005,6643,2,0,0
3050006,6644,102,3,6
3050009,6645,18,0,0
3050012,6646,77,8,9
3070101,6647,462,22,18
3070102,6648,51,1,0
3070201,6649,151,4,4
3070202,6650,69,5,2
3070301,6651,304,18,8
3070302,6652,137,8,4
3070401,6653,204,12,2
3070402,6654,130,7,6
3070403,6655,62,3,3
3090001,6656,17,0,2
3090002,6657,12,1,4
3090003,6658,75,6,15
3090004,6659,18,1,5
3090005,6660,17,3,7
3090006,6661,22,2,1
3090007,6662,69,4,8
3090008,6663,78,6,14
3090009,6664,51,2,9
3090010,6665,36,8,6
3090011,6666,535,43,57
3090012,6667,24,5,2
3090013,6668,7,0,0
3090014,6669,17,3,2
3090015,6670,34,2,4
3090016,6671,309,34,26
3090017,6672,152,9,22
3090018,6673,7,2,2
3090019,6674,724,63,55
3090020,6675,12,1,0
3090021,6676,14,2,4
3090022,6677,39,4,3
3090023,6678,876,68,75
3090024,6679,188,11,5
3090025,6680,82,12,19
3090026,6681,39,1,6
3090027,6682,24,0,1
3090028,6683,129,22,25
3090029,6684,54,10,3
3090030,6685,214,26,24
3090031,6686,261,16,17
3090032,6687,274,21,30
3090033,6688,311,37,31
3090034,6689,291,39,30
3090035,6690,59,8,7
3090036,6691,223,35,36
3090037,6692,88,4,12
3090038,6693,62,11,14
3090039,6694,30,6,0
3090040,6695,407,40,33
3090041,6696,237,22,18
3090042,6697,66,8,6
3090043,6698,35,3,2
3090044,6699,867,56,49
3090045,6700,52,1,2
3090046,6701,20,1,2
3090047,6702,43,8,9
3090048,6703,40,3,3
3090049,6704,43,5,5
3090050,6705,91,9,7
3090051,6706,865,78,69
3090052,6707,244,36,24
3090053,6708,6,0,0
3090053,6709,0,0,0
3090054,6710,421,33,36
3090055,6711,876,85,53
3090056,6712,54,3,5
3090057,6713,108,11,15
3090058,6714,336,21,23
3090059,6715,920,76,49
3090060,6716,772,65,52
3090061,6717,678,55,49
3090062,6718,601,50,56
3090063,6719,1175,99,80
3090064,6720,231,16,6
3090065,6721,334,15,11
3090066,6722,402,29,10
3090067,6723,786,60,25
3090068,6724,282,28,14
3090069,6725,443,25,18
3090070,6726,117,4,1
3090071,6727,119,7,5
3090072,6728,225,10,11
3090073,6729,257,21,9
3090074,6730,230,10,6
3090075,6731,933,67,50
3090076,6732,555,35,23
3090077,6733,387,24,16
3090078,6734,859,58,51
3090079,6735,246,19,15
3090080,6736,843,52,26
3090080,6737,0,0,0
3090081,6738,1296,90,53
3090082,6739,797,47,44
3090083,6740,180,14,6
3090084,6741,561,34,23
3090085,6742,89,10,8
3090086,6743,141,12,9
3090087,6744,105,11,10
3090088,6745,25,5,2
3090089,6746,3,0,0
3090090,6747,70,4,3
3090091,6748,452,43,50
3110001,6749,43,1,3
3110002,6750,75,2,1
3110003,6751,36,0,1
3110004,6752,66,3,0
3130101,6753,498,20,16
3130202,6754,470,20,15
3130303,6755,294,10,10
3130404,6756,554,17,10
3150001,6757,141,4,4
3150002,6758,297,9,10
3150003,6759,152,0,2
3150004,6760,100,4,2
3150005,6761,167,2,5
3150006,6762,179,6,5
3150007,6763,132,3,4
3150008,6764,221,12,8
3150009,6765,96,1,2
3150010,6766,44,3,1
3170001,6767,192,13,28
3170002,6768,148,13,17
3170003,6769,312,13,15
3170004,6770,195,10,8
317003,6771,76,5,2
317004,6772,65,1,0
3190101,6773,265,20,22
3190210,6774,209,8,15
3190302,6775,331,14,14
3190405,6776,302,24,9
3210002,6777,244,23,17
3210004,6778,362,15,3
3210005,6779,487,16,17
3210006,6780,627,43,33
3210007,6781,72,4,1
3210008,6782,201,13,9
3210009,6783,31,4,1
3210010,6784,101,5,4
3210012,6785,55,3,1
3210013,6786,81,1,1
321001,6787,582,38,35
321001,6788,639,46,41
321001,6789,76,6,5
321001,6790,139,16,11
321001,6791,186,13,13
321001,6792,100,9,12
321003,6793,314,20,27
321003,6794,179,16,14
323001,6795,49,3,2
323001,6796,49,5,6
323001,6797,132,14,12
323001,6798,33,1,0
323002,6799,34,2,1
323002,6800,66,10,6
323002,6801,89,15,9
323002,6802,1,0,0
323002,6803,18,2,2
323003,6804,100,6,7
323003,6805,143,13,10
323003,6806,6,0,0
323004,6807,46,0,1
323004,6808,97,8,9
323004,6809,18,2,2
323004,6810,98,17,7
325001,6811,406,25,21
325001,6812,865,39,31
325001,6813,514,39,18
325001,6814,410,25,13
325002,6815,263,19,13
325002,6816,742,49,39
325002,6817,747,55,43
325003,6818,408,29,27
325003,6819,184,11,4
325003,6820,435,36,23
325003,6821,466,25,24
325003,6822,64,1,2
325004,6823,394,19,17
325004,6824,610,52,27
325004,6825,262,20,7
3270001,6826,110,7,9
